"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
214,2001,"HMK048","predation","spp","phenovalue",82.7138,"spp1","Ficedula hypoleuca"
214,2002,"HMK048","predation","spp","phenovalue",85.3619,"spp1","Ficedula hypoleuca"
214,2003,"HMK048","predation","spp","phenovalue",87.683,"spp1","Ficedula hypoleuca"
214,2004,"HMK048","predation","spp","phenovalue",81.4487,"spp1","Ficedula hypoleuca"
215,1985,"HMK048","predation","spp","phenovalue",85.0816,"spp1","Parus ater"
215,1986,"HMK048","predation","spp","phenovalue",84.4399,"spp1","Parus ater"
215,1987,"HMK048","predation","spp","phenovalue",81.1664,"spp1","Parus ater"
215,1988,"HMK048","predation","spp","phenovalue",80.5268,"spp1","Parus ater"
215,1989,"HMK048","predation","spp","phenovalue",74.2925,"spp1","Parus ater"
215,1990,"HMK048","predation","spp","phenovalue",79.5703,"spp1","Parus ater"
215,1992,"HMK048","predation","spp","phenovalue",79.2758,"spp1","Parus ater"
215,1996,"HMK048","predation","spp","phenovalue",82.3036,"spp1","Parus ater"
215,1997,"HMK048","predation","spp","phenovalue",79.6861,"spp1","Parus ater"
215,1998,"HMK048","predation","spp","phenovalue",81.3492,"spp1","Parus ater"
215,1999,"HMK048","predation","spp","phenovalue",78.4026,"spp1","Parus ater"
215,2000,"HMK048","predation","spp","phenovalue",80.3948,"spp1","Parus ater"
215,2001,"HMK048","predation","spp","phenovalue",82.7138,"spp1","Parus ater"
215,2002,"HMK048","predation","spp","phenovalue",85.3619,"spp1","Parus ater"
215,2003,"HMK048","predation","spp","phenovalue",87.683,"spp1","Parus ater"
215,2004,"HMK048","predation","spp","phenovalue",81.4487,"spp1","Parus ater"
216,1985,"HMK048","predation","spp","phenovalue",85.0816,"spp1","Parus2 caeruleus"
216,1986,"HMK048","predation","spp","phenovalue",84.4399,"spp1","Parus2 caeruleus"
216,1987,"HMK048","predation","spp","phenovalue",81.1664,"spp1","Parus2 caeruleus"
216,1988,"HMK048","predation","spp","phenovalue",80.5268,"spp1","Parus2 caeruleus"
216,1989,"HMK048","predation","spp","phenovalue",74.2925,"spp1","Parus2 caeruleus"
216,1990,"HMK048","predation","spp","phenovalue",79.5703,"spp1","Parus2 caeruleus"
216,1992,"HMK048","predation","spp","phenovalue",79.2758,"spp1","Parus2 caeruleus"
216,1996,"HMK048","predation","spp","phenovalue",82.3036,"spp1","Parus2 caeruleus"
216,1997,"HMK048","predation","spp","phenovalue",79.6861,"spp1","Parus2 caeruleus"
216,1998,"HMK048","predation","spp","phenovalue",81.3492,"spp1","Parus2 caeruleus"
216,1999,"HMK048","predation","spp","phenovalue",78.4026,"spp1","Parus2 caeruleus"
216,2000,"HMK048","predation","spp","phenovalue",80.3948,"spp1","Parus2 caeruleus"
216,2001,"HMK048","predation","spp","phenovalue",82.7138,"spp1","Parus2 caeruleus"
216,2002,"HMK048","predation","spp","phenovalue",85.3619,"spp1","Parus2 caeruleus"
216,2003,"HMK048","predation","spp","phenovalue",87.683,"spp1","Parus2 caeruleus"
216,2004,"HMK048","predation","spp","phenovalue",81.4487,"spp1","Parus2 caeruleus"
217,1985,"HMK048","predation","spp","phenovalue",85.0816,"spp1","Parus4 major"
217,1986,"HMK048","predation","spp","phenovalue",84.4399,"spp1","Parus4 major"
217,1987,"HMK048","predation","spp","phenovalue",81.1664,"spp1","Parus4 major"
217,1988,"HMK048","predation","spp","phenovalue",80.5268,"spp1","Parus4 major"
217,1989,"HMK048","predation","spp","phenovalue",74.2925,"spp1","Parus4 major"
217,1990,"HMK048","predation","spp","phenovalue",79.5703,"spp1","Parus4 major"
217,1992,"HMK048","predation","spp","phenovalue",79.2758,"spp1","Parus4 major"
217,1996,"HMK048","predation","spp","phenovalue",82.3036,"spp1","Parus4 major"
217,1997,"HMK048","predation","spp","phenovalue",79.6861,"spp1","Parus4 major"
217,1998,"HMK048","predation","spp","phenovalue",81.3492,"spp1","Parus4 major"
217,1999,"HMK048","predation","spp","phenovalue",78.4026,"spp1","Parus4 major"
217,2000,"HMK048","predation","spp","phenovalue",80.3948,"spp1","Parus4 major"
217,2001,"HMK048","predation","spp","phenovalue",82.7138,"spp1","Parus4 major"
217,2002,"HMK048","predation","spp","phenovalue",85.3619,"spp1","Parus4 major"
217,2003,"HMK048","predation","spp","phenovalue",87.683,"spp1","Parus4 major"
217,2004,"HMK048","predation","spp","phenovalue",81.4487,"spp1","Parus4 major"
218,1985,"HMK048","predation","genus","phenovalue",62.126,"spp1","Caterpillar2 spp."
218,1986,"HMK048","predation","genus","phenovalue",59.7638,"spp1","Caterpillar2 spp."
218,1987,"HMK048","predation","genus","phenovalue",60.9449,"spp1","Caterpillar2 spp."
218,1988,"HMK048","predation","genus","phenovalue",59.3701,"spp1","Caterpillar2 spp."
218,1989,"HMK048","predation","genus","phenovalue",62.9134,"spp1","Caterpillar2 spp."
218,1990,"HMK048","predation","genus","phenovalue",57.0079,"spp1","Caterpillar2 spp."
218,1992,"HMK048","predation","genus","phenovalue",55.8268,"spp1","Caterpillar2 spp."
218,1993,"HMK048","predation","genus","phenovalue",54.6457,"spp1","Caterpillar2 spp."
218,1994,"HMK048","predation","genus","phenovalue",56.2205,"spp1","Caterpillar2 spp."
218,1996,"HMK048","predation","genus","phenovalue",58.189,"spp1","Caterpillar2 spp."
218,1997,"HMK048","predation","genus","phenovalue",54.6457,"spp1","Caterpillar2 spp."
218,1998,"HMK048","predation","genus","phenovalue",53.8583,"spp1","Caterpillar2 spp."
218,1999,"HMK048","predation","genus","phenovalue",55.0394,"spp1","Caterpillar2 spp."
218,2000,"HMK048","predation","genus","phenovalue",49.9213,"spp1","Caterpillar2 spp."
218,2001,"HMK048","predation","genus","phenovalue",57.0079,"spp1","Caterpillar2 spp."
218,2002,"HMK048","predation","genus","phenovalue",55.0394,"spp1","Caterpillar2 spp."
218,2003,"HMK048","predation","genus","phenovalue",49.9213,"spp1","Caterpillar2 spp."
218,2004,"HMK048","predation","genus","phenovalue",53.0709,"spp1","Caterpillar2 spp."
218,2005,"HMK048","predation","genus","phenovalue",53.8583,"spp1","Caterpillar2 spp."
219,1985,"HMK048","predation","genus","phenovalue",40.6349,"spp1","Caterpillar2 spp."
219,1986,"HMK048","predation","genus","phenovalue",50.9524,"spp1","Caterpillar2 spp."
219,1987,"HMK048","predation","genus","phenovalue",41.0317,"spp1","Caterpillar2 spp."
219,1988,"HMK048","predation","genus","phenovalue",39.0476,"spp1","Caterpillar2 spp."
219,1989,"HMK048","predation","genus","phenovalue",33.4921,"spp1","Caterpillar2 spp."
219,1990,"HMK048","predation","genus","phenovalue",27.5397,"spp1","Caterpillar2 spp."
219,1992,"HMK048","predation","genus","phenovalue",34.2857,"spp1","Caterpillar2 spp."
219,1993,"HMK048","predation","genus","phenovalue",31.5079,"spp1","Caterpillar2 spp."
219,1994,"HMK048","predation","genus","phenovalue",38.254,"spp1","Caterpillar2 spp."
219,1995,"HMK048","predation","genus","phenovalue",39.0476,"spp1","Caterpillar2 spp."
219,1996,"HMK048","predation","genus","phenovalue",44.2063,"spp1","Caterpillar2 spp."
219,1997,"HMK048","predation","genus","phenovalue",30.7143,"spp1","Caterpillar2 spp."
219,1998,"HMK048","predation","genus","phenovalue",33.8889,"spp1","Caterpillar2 spp."
219,1999,"HMK048","predation","genus","phenovalue",34.6825,"spp1","Caterpillar2 spp."
219,2000,"HMK048","predation","genus","phenovalue",27.5397,"spp1","Caterpillar2 spp."
219,2001,"HMK048","predation","genus","phenovalue",41.8254,"spp1","Caterpillar2 spp."
219,2002,"HMK048","predation","genus","phenovalue",33.4921,"spp1","Caterpillar2 spp."
219,2003,"HMK048","predation","genus","phenovalue",35.0794,"spp1","Caterpillar2 spp."
219,2004,"HMK048","predation","genus","phenovalue",35.4762,"spp1","Caterpillar2 spp."
219,2005,"HMK048","predation","genus","phenovalue",31.9048,"spp1","Caterpillar2 spp."
220,1985,"HMK048","predation","genus","phenovalue",51.8275,"spp1","Caterpillar2 spp."
220,1986,"HMK048","predation","genus","phenovalue",58.0211,"spp1","Caterpillar2 spp."
220,1987,"HMK048","predation","genus","phenovalue",48.6836,"spp1","Caterpillar2 spp."
220,1988,"HMK048","predation","genus","phenovalue",49.0491,"spp1","Caterpillar2 spp."
220,1989,"HMK048","predation","genus","phenovalue",45.1485,"spp1","Caterpillar2 spp."
220,1990,"HMK048","predation","genus","phenovalue",38.9149,"spp1","Caterpillar2 spp."
220,1992,"HMK048","predation","genus","phenovalue",45.0885,"spp1","Caterpillar2 spp."
220,1993,"HMK048","predation","genus","phenovalue",44.6802,"spp1","Caterpillar2 spp."
220,1994,"HMK048","predation","genus","phenovalue",45.8252,"spp1","Caterpillar2 spp."
220,1995,"HMK048","predation","genus","phenovalue",46.9703,"spp1","Caterpillar2 spp."
220,1996,"HMK048","predation","genus","phenovalue",49.6716,"spp1","Caterpillar2 spp."
220,1997,"HMK048","predation","genus","phenovalue",44.9943,"spp1","Caterpillar2 spp."
220,1998,"HMK048","predation","genus","phenovalue",44.9714,"spp1","Caterpillar2 spp."
220,1999,"HMK048","predation","genus","phenovalue",42.6214,"spp1","Caterpillar2 spp."
220,2000,"HMK048","predation","genus","phenovalue",41.0508,"spp1","Caterpillar2 spp."
220,2001,"HMK048","predation","genus","phenovalue",48.0183,"spp1","Caterpillar2 spp."
220,2002,"HMK048","predation","genus","phenovalue",42.9497,"spp1","Caterpillar2 spp."
220,2003,"HMK048","predation","genus","phenovalue",40.9909,"spp1","Caterpillar2 spp."
220,2004,"HMK048","predation","genus","phenovalue",41.7476,"spp1","Caterpillar2 spp."
220,2005,"HMK048","predation","genus","phenovalue",38.2324,"spp1","Caterpillar2 spp."
230,2002,"KJB003","predation","spp","phenovalue",286,"spp1","Quercus ilex"
230,2003,"KJB003","predation","spp","phenovalue",256,"spp1","Quercus ilex"
230,2004,"KJB003","predation","spp","phenovalue",265,"spp1","Quercus ilex"
231,1983,"SET005","predation","spp","phenovalue",176.5561,"spp1","Ammodytes marinus"
231,1984,"SET005","predation","spp","phenovalue",175.8386,"spp1","Ammodytes marinus"
231,1985,"SET005","predation","spp","phenovalue",173.5366,"spp1","Ammodytes marinus"
231,1986,"SET005","predation","spp","phenovalue",178.1077,"spp1","Ammodytes marinus"
231,1987,"SET005","predation","spp","phenovalue",173.6529,"spp1","Ammodytes marinus"
231,1988,"SET005","predation","spp","phenovalue",172.4872,"spp1","Ammodytes marinus"
231,1989,"SET005","predation","spp","phenovalue",169.0077,"spp1","Ammodytes marinus"
231,1990,"SET005","predation","spp","phenovalue",173.5089,"spp1","Ammodytes marinus"
231,1991,"SET005","predation","spp","phenovalue",172.0553,"spp1","Ammodytes marinus"
231,1992,"SET005","predation","spp","phenovalue",169.7929,"spp1","Ammodytes marinus"
231,1993,"SET005","predation","spp","phenovalue",172.3492,"spp1","Ammodytes marinus"
231,1994,"SET005","predation","spp","phenovalue",177.191,"spp1","Ammodytes marinus"
231,1995,"SET005","predation","spp","phenovalue",177.3347,"spp1","Ammodytes marinus"
231,1996,"SET005","predation","spp","phenovalue",184.1898,"spp1","Ammodytes marinus"
231,1997,"SET005","predation","spp","phenovalue",168.656,"spp1","Ammodytes marinus"
231,1998,"SET005","predation","spp","phenovalue",179.9814,"spp1","Ammodytes marinus"
231,1999,"SET005","predation","spp","phenovalue",177.1558,"spp1","Ammodytes marinus"
231,2000,"SET005","predation","spp","phenovalue",175.6529,"spp1","Ammodytes marinus"
231,2001,"SET005","predation","spp","phenovalue",176.4672,"spp1","Ammodytes marinus"
231,2002,"SET005","predation","spp","phenovalue",172.767,"spp1","Ammodytes marinus"
231,2003,"SET005","predation","spp","phenovalue",171.5128,"spp1","Ammodytes marinus"
231,2004,"SET005","predation","spp","phenovalue",181.9512,"spp1","Ammodytes marinus"
231,2005,"SET005","predation","spp","phenovalue",181.2529,"spp1","Ammodytes marinus"
231,2006,"SET005","predation","spp","phenovalue",179.6053,"spp1","Ammodytes marinus"
232,1983,"SET005","predation","spp","phenovalue",169.187,"spp1","Ammodytes marinus"
232,1984,"SET005","predation","spp","phenovalue",169.5907,"spp1","Ammodytes marinus"
232,1985,"SET005","predation","spp","phenovalue",167.706,"spp1","Ammodytes marinus"
232,1986,"SET005","predation","spp","phenovalue",172.7784,"spp1","Ammodytes marinus"
232,1987,"SET005","predation","spp","phenovalue",170.0868,"spp1","Ammodytes marinus"
232,1988,"SET005","predation","spp","phenovalue",176.6698,"spp1","Ammodytes marinus"
232,1989,"SET005","predation","spp","phenovalue",169.2755,"spp1","Ammodytes marinus"
232,1990,"SET005","predation","spp","phenovalue",172.5471,"spp1","Ammodytes marinus"
232,1991,"SET005","predation","spp","phenovalue",164.8522,"spp1","Ammodytes marinus"
232,1992,"SET005","predation","spp","phenovalue",169.2484,"spp1","Ammodytes marinus"
232,1993,"SET005","predation","spp","phenovalue",170.9922,"spp1","Ammodytes marinus"
232,1994,"SET005","predation","spp","phenovalue",168.1406,"spp1","Ammodytes marinus"
232,1995,"SET005","predation","spp","phenovalue",175.4443,"spp1","Ammodytes marinus"
232,1996,"SET005","predation","spp","phenovalue",179.0864,"spp1","Ammodytes marinus"
232,1997,"SET005","predation","spp","phenovalue",163.7783,"spp1","Ammodytes marinus"
232,1998,"SET005","predation","spp","phenovalue",179.8552,"spp1","Ammodytes marinus"
232,1999,"SET005","predation","spp","phenovalue",168.4121,"spp1","Ammodytes marinus"
232,2000,"SET005","predation","spp","phenovalue",166.1587,"spp1","Ammodytes marinus"
232,2001,"SET005","predation","spp","phenovalue",172.734,"spp1","Ammodytes marinus"
232,2002,"SET005","predation","spp","phenovalue",172.7814,"spp1","Ammodytes marinus"
232,2003,"SET005","predation","spp","phenovalue",170.8266,"spp1","Ammodytes marinus"
232,2004,"SET005","predation","spp","phenovalue",171.8007,"spp1","Ammodytes marinus"
232,2005,"SET005","predation","spp","phenovalue",186.1328,"spp1","Ammodytes marinus"
232,2006,"SET005","predation","spp","phenovalue",180.2871,"spp1","Ammodytes marinus"
233,1983,"SET005","predation","spp","phenovalue",167.6403,"spp1","Ammodytes marinus"
233,1984,"SET005","predation","spp","phenovalue",185.146,"spp1","Ammodytes marinus"
233,1985,"SET005","predation","spp","phenovalue",211.44,"spp1","Ammodytes marinus"
233,1986,"SET005","predation","spp","phenovalue",198.3641,"spp1","Ammodytes marinus"
233,1987,"SET005","predation","spp","phenovalue",173.4949,"spp1","Ammodytes marinus"
233,1988,"SET005","predation","spp","phenovalue",201.2084,"spp1","Ammodytes marinus"
233,1989,"SET005","predation","spp","phenovalue",184.2241,"spp1","Ammodytes marinus"
233,1990,"SET005","predation","spp","phenovalue",198.553,"spp1","Ammodytes marinus"
233,1991,"SET005","predation","spp","phenovalue",194.867,"spp1","Ammodytes marinus"
233,1992,"SET005","predation","spp","phenovalue",178.0927,"spp1","Ammodytes marinus"
233,1993,"SET005","predation","spp","phenovalue",230.175,"spp1","Ammodytes marinus"
233,1994,"SET005","predation","spp","phenovalue",199.6049,"spp1","Ammodytes marinus"
233,1995,"SET005","predation","spp","phenovalue",156.5325,"spp1","Ammodytes marinus"
233,1996,"SET005","predation","spp","phenovalue",176.7685,"spp1","Ammodytes marinus"
233,1997,"SET005","predation","spp","phenovalue",156.4065,"spp1","Ammodytes marinus"
233,1998,"SET005","predation","spp","phenovalue",186.0628,"spp1","Ammodytes marinus"
233,1999,"SET005","predation","spp","phenovalue",197.2594,"spp1","Ammodytes marinus"
233,2000,"SET005","predation","spp","phenovalue",183.4031,"spp1","Ammodytes marinus"
233,2001,"SET005","predation","spp","phenovalue",178.8799,"spp1","Ammodytes marinus"
233,2002,"SET005","predation","spp","phenovalue",175.3825,"spp1","Ammodytes marinus"
233,2003,"SET005","predation","spp","phenovalue",157.2935,"spp1","Ammodytes marinus"
233,2004,"SET005","predation","spp","phenovalue",185.9462,"spp1","Ammodytes marinus"
233,2005,"SET005","predation","spp","phenovalue",201.7639,"spp1","Ammodytes marinus"
233,2006,"SET005","predation","spp","phenovalue",185.829,"spp1","Ammodytes marinus"
234,1983,"SET005","predation","spp","phenovalue",188.3236,"spp1","Ammodytes marinus"
234,1984,"SET005","predation","spp","phenovalue",186.209,"spp1","Ammodytes marinus"
234,1985,"SET005","predation","spp","phenovalue",194.397,"spp1","Ammodytes marinus"
234,1986,"SET005","predation","spp","phenovalue",188.8935,"spp1","Ammodytes marinus"
234,1987,"SET005","predation","spp","phenovalue",183.1803,"spp1","Ammodytes marinus"
234,1988,"SET005","predation","spp","phenovalue",186.2381,"spp1","Ammodytes marinus"
234,1989,"SET005","predation","spp","phenovalue",177.8367,"spp1","Ammodytes marinus"
234,1990,"SET005","predation","spp","phenovalue",181.6119,"spp1","Ammodytes marinus"
234,1991,"SET005","predation","spp","phenovalue",184.9961,"spp1","Ammodytes marinus"
234,1992,"SET005","predation","spp","phenovalue",180.8311,"spp1","Ammodytes marinus"
234,1993,"SET005","predation","spp","phenovalue",183.0785,"spp1","Ammodytes marinus"
234,1994,"SET005","predation","spp","phenovalue",197.3493,"spp1","Ammodytes marinus"
234,1995,"SET005","predation","spp","phenovalue",195.5882,"spp1","Ammodytes marinus"
234,1996,"SET005","predation","spp","phenovalue",205.273,"spp1","Ammodytes marinus"
234,1997,"SET005","predation","spp","phenovalue",189.462,"spp1","Ammodytes marinus"
234,1998,"SET005","predation","spp","phenovalue",192.9487,"spp1","Ammodytes marinus"
234,1999,"SET005","predation","spp","phenovalue",195.6063,"spp1","Ammodytes marinus"
234,2000,"SET005","predation","spp","phenovalue",185.295,"spp1","Ammodytes marinus"
234,2001,"SET005","predation","spp","phenovalue",196.403,"spp1","Ammodytes marinus"
234,2002,"SET005","predation","spp","phenovalue",189.4001,"spp1","Ammodytes marinus"
234,2003,"SET005","predation","spp","phenovalue",188.9561,"spp1","Ammodytes marinus"
234,2004,"SET005","predation","spp","phenovalue",204.0309,"spp1","Ammodytes marinus"
234,2005,"SET005","predation","spp","phenovalue",211.3127,"spp1","Ammodytes marinus"
234,2006,"SET005","predation","spp","phenovalue",206.4742,"spp1","Ammodytes marinus"
235,1983,"SET005","predation","spp","phenovalue",182.9503,"spp1","Ammodytes marinus"
235,1984,"SET005","predation","spp","phenovalue",169.5155,"spp1","Ammodytes marinus"
235,1985,"SET005","predation","spp","phenovalue",178.0308,"spp1","Ammodytes marinus"
235,1986,"SET005","predation","spp","phenovalue",189.9808,"spp1","Ammodytes marinus"
235,1987,"SET005","predation","spp","phenovalue",177.1568,"spp1","Ammodytes marinus"
235,1988,"SET005","predation","spp","phenovalue",180.8006,"spp1","Ammodytes marinus"
235,1989,"SET005","predation","spp","phenovalue",166.2404,"spp1","Ammodytes marinus"
235,1990,"SET005","predation","spp","phenovalue",163.7301,"spp1","Ammodytes marinus"
235,1991,"SET005","predation","spp","phenovalue",171.2611,"spp1","Ammodytes marinus"
235,1992,"SET005","predation","spp","phenovalue",167.3352,"spp1","Ammodytes marinus"
235,1993,"SET005","predation","spp","phenovalue",175.2203,"spp1","Ammodytes marinus"
235,1994,"SET005","predation","spp","phenovalue",177.391,"spp1","Ammodytes marinus"
235,1995,"SET005","predation","spp","phenovalue",188.2847,"spp1","Ammodytes marinus"
235,1996,"SET005","predation","spp","phenovalue",173.4533,"spp1","Ammodytes marinus"
235,1997,"SET005","predation","spp","phenovalue",144.7964,"spp1","Ammodytes marinus"
235,1998,"SET005","predation","spp","phenovalue",177.9679,"spp1","Ammodytes marinus"
235,1999,"SET005","predation","spp","phenovalue",177.7385,"spp1","Ammodytes marinus"
235,2000,"SET005","predation","spp","phenovalue",149.9125,"spp1","Ammodytes marinus"
235,2001,"SET005","predation","spp","phenovalue",161.6365,"spp1","Ammodytes marinus"
235,2002,"SET005","predation","spp","phenovalue",164.1247,"spp1","Ammodytes marinus"
235,2003,"SET005","predation","spp","phenovalue",164.3359,"spp1","Ammodytes marinus"
235,2004,"SET005","predation","spp","phenovalue",207.4608,"spp1","Ammodytes marinus"
235,2005,"SET005","predation","spp","phenovalue",173.6741,"spp1","Ammodytes marinus"
235,2006,"SET005","predation","spp","phenovalue",151.8707,"spp1","Ammodytes marinus"
236,1996,"HMK051","herbivory","spp","phenovalue",46.9047,"spp1","Caterpillar4 spp."
236,1997,"HMK051","herbivory","spp","phenovalue",59.4296,"spp1","Caterpillar4 spp."
236,1998,"HMK051","herbivory","spp","phenovalue",47.8076,"spp1","Caterpillar4 spp."
236,1999,"HMK051","herbivory","spp","phenovalue",47.1877,"spp1","Caterpillar4 spp."
236,2000,"HMK051","herbivory","spp","phenovalue",48.0969,"spp1","Caterpillar4 spp."
236,2001,"HMK051","herbivory","spp","phenovalue",43.8103,"spp1","Caterpillar4 spp."
236,2002,"HMK051","herbivory","spp","phenovalue",39.523,"spp1","Caterpillar4 spp."
236,2003,"HMK051","herbivory","spp","phenovalue",46.8514,"spp1","Caterpillar4 spp."
236,2004,"HMK051","herbivory","spp","phenovalue",40.4244,"spp1","Caterpillar4 spp."
236,2005,"HMK051","herbivory","spp","phenovalue",45.3074,"spp1","Caterpillar4 spp."
236,2006,"HMK051","herbivory","spp","phenovalue",40.4095,"spp1","Caterpillar4 spp."
236,2007,"HMK051","herbivory","spp","phenovalue",44.3762,"spp1","Caterpillar4 spp."
236,2008,"HMK051","herbivory","spp","phenovalue",41.3108,"spp1","Caterpillar4 spp."
236,2009,"HMK051","herbivory","spp","phenovalue",46.5003,"spp1","Caterpillar4 spp."
236,2010,"HMK051","herbivory","spp","phenovalue",46.7981,"spp1","Caterpillar4 spp."
236,2011,"HMK051","herbivory","spp","phenovalue",43.4278,"spp1","Caterpillar4 spp."
237,1998,"HMK051","herbivory","spp","phenovalue",41.8417,"spp1","Caterpillar4 spp."
237,1999,"HMK051","herbivory","spp","phenovalue",39.7219,"spp1","Caterpillar4 spp."
237,2000,"HMK051","herbivory","spp","phenovalue",40.3183,"spp1","Caterpillar4 spp."
237,2001,"HMK051","herbivory","spp","phenovalue",41.2158,"spp1","Caterpillar4 spp."
237,2002,"HMK051","herbivory","spp","phenovalue",35.1743,"spp1","Caterpillar4 spp."
237,2003,"HMK051","herbivory","spp","phenovalue",44.2183,"spp1","Caterpillar4 spp."
237,2004,"HMK051","herbivory","spp","phenovalue",37.5726,"spp1","Caterpillar4 spp."
237,2005,"HMK051","herbivory","spp","phenovalue",40.2803,"spp1","Caterpillar4 spp."
237,2006,"HMK051","herbivory","spp","phenovalue",38.1613,"spp1","Caterpillar4 spp."
237,2007,"HMK051","herbivory","spp","phenovalue",40.5658,"spp1","Caterpillar4 spp."
237,2008,"HMK051","herbivory","spp","phenovalue",38.145,"spp1","Caterpillar4 spp."
237,2009,"HMK051","herbivory","spp","phenovalue",43.2673,"spp1","Caterpillar4 spp."
237,2010,"HMK051","herbivory","spp","phenovalue",45.3716,"spp1","Caterpillar4 spp."
237,2011,"HMK051","herbivory","spp","phenovalue",41.4407,"spp1","Caterpillar4 spp."
238,2005,"HMK052","parasitism","spp","phenovalue",19.5,"spp1","Pica pica"
238,2006,"HMK052","parasitism","spp","phenovalue",19,"spp1","Pica pica"
238,2007,"HMK052","parasitism","spp","phenovalue",30,"spp1","Pica pica"
238,2008,"HMK052","parasitism","spp","phenovalue",30,"spp1","Pica pica"
238,2009,"HMK052","parasitism","spp","phenovalue",27,"spp1","Pica pica"
238,2010,"HMK052","parasitism","spp","phenovalue",25,"spp1","Pica pica"
238,2011,"HMK052","parasitism","spp","phenovalue",19,"spp1","Pica pica"
238,2012,"HMK052","parasitism","spp","phenovalue",21,"spp1","Pica pica"
238,2013,"HMK052","parasitism","spp","phenovalue",29,"spp1","Pica pica"
1,1951,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
1,1972,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
1,1973,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
1,1976,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
1,1983,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
1,2002,"EMW001","predation","spp","slope",-1.4325157,"spp1","Acartia tonsa"
19,1982,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1983,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1984,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1985,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1986,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1987,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
19,1988,"HMK004","herbivory","spp","slope",0.929957143,"spp1","Quercus spp."
100,1996,"HMK006","competition","spp","slope",-12,"spp1","Dryocetes autographus"
100,1997,"HMK006","competition","spp","slope",-12,"spp1","Dryocetes autographus"
101,1996,"HMK006","competition","spp","slope",10,"spp1","Dryocetes autographus"
101,1997,"HMK006","competition","spp","slope",10,"spp1","Dryocetes autographus"
102,1996,"HMK006","competition","spp","slope",-7,"spp1","Dryocetes autographus"
102,1997,"HMK006","competition","spp","slope",-7,"spp1","Dryocetes autographus"
103,1996,"HMK006","competition","spp","slope",-10,"spp1","Dryocetes autographus"
103,1997,"HMK006","competition","spp","slope",-10,"spp1","Dryocetes autographus"
104,1996,"HMK006","competition","spp","slope",15,"spp1","Dryocetes autographus"
104,1997,"HMK006","competition","spp","slope",15,"spp1","Dryocetes autographus"
105,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Dryocetes autographus"
105,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Dryocetes autographus"
106,1996,"HMK006","competition","spp","slope",-8,"spp1","Dryocetes autographus"
106,1997,"HMK006","competition","spp","slope",-8,"spp1","Dryocetes autographus"
107,1996,"HMK006","competition","spp","slope",14.5,"spp1","Gnathotrichus materiarius"
107,1997,"HMK006","competition","spp","slope",14.5,"spp1","Gnathotrichus materiarius"
108,1996,"HMK006","competition","spp","slope",-12,"spp1","Gnathotrichus materiarius"
108,1997,"HMK006","competition","spp","slope",-12,"spp1","Gnathotrichus materiarius"
109,1996,"HMK006","competition","spp","slope",10,"spp1","Gnathotrichus materiarius"
109,1997,"HMK006","competition","spp","slope",10,"spp1","Gnathotrichus materiarius"
110,1996,"HMK006","competition","spp","slope",-7,"spp1","Gnathotrichus materiarius"
110,1997,"HMK006","competition","spp","slope",-7,"spp1","Gnathotrichus materiarius"
111,1996,"HMK006","competition","spp","slope",-10,"spp1","Gnathotrichus materiarius"
111,1997,"HMK006","competition","spp","slope",-10,"spp1","Gnathotrichus materiarius"
112,1996,"HMK006","competition","spp","slope",15,"spp1","Gnathotrichus materiarius"
112,1997,"HMK006","competition","spp","slope",15,"spp1","Gnathotrichus materiarius"
113,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Gnathotrichus materiarius"
113,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Gnathotrichus materiarius"
114,1996,"HMK006","competition","spp","slope",-8,"spp1","Gnathotrichus materiarius"
114,1997,"HMK006","competition","spp","slope",-8,"spp1","Gnathotrichus materiarius"
115,1996,"HMK006","competition","spp","slope",-12,"spp1","Hylastes porculus"
115,1997,"HMK006","competition","spp","slope",-12,"spp1","Hylastes porculus"
116,1996,"HMK006","competition","spp","slope",10,"spp1","Hylastes porculus"
116,1997,"HMK006","competition","spp","slope",10,"spp1","Hylastes porculus"
117,1996,"HMK006","competition","spp","slope",-7,"spp1","Hylastes porculus"
117,1997,"HMK006","competition","spp","slope",-7,"spp1","Hylastes porculus"
118,1996,"HMK006","competition","spp","slope",-10,"spp1","Hylastes porculus"
118,1997,"HMK006","competition","spp","slope",-10,"spp1","Hylastes porculus"
