,studyid,intid,int_type,spp,year,species,phenovalue,phenofreq,short_site,terrestrial
1139,HMK027,177,predation,spp2,1972,Parus1 major,99.7395,daily,floodplain,terrestrial
1140,HMK027,177,predation,spp2,1973,Parus1 major,109.613,daily,floodplain,terrestrial
1141,HMK027,177,predation,spp2,1974,Parus1 major,92.4743,daily,floodplain,terrestrial
1142,HMK027,177,predation,spp2,1975,Parus1 major,108.755,daily,floodplain,terrestrial
1143,HMK027,177,predation,spp2,1976,Parus1 major,106.161,daily,floodplain,terrestrial
1144,HMK027,177,predation,spp2,1977,Parus1 major,93.8708,daily,floodplain,terrestrial
1145,HMK027,177,predation,spp2,1978,Parus1 major,106.688,daily,floodplain,terrestrial
1146,HMK027,177,predation,spp2,1979,Parus1 major,105.999,daily,floodplain,terrestrial
1147,HMK027,177,predation,spp2,1980,Parus1 major,109.986,daily,floodplain,terrestrial
1148,HMK027,177,predation,spp2,1981,Parus1 major,96.656,daily,floodplain,terrestrial
1149,HMK027,177,predation,spp2,1982,Parus1 major,102.028,daily,floodplain,terrestrial
1150,HMK027,177,predation,spp2,1983,Parus1 major,101.165,daily,floodplain,terrestrial
1151,HMK027,177,predation,spp2,1984,Parus1 major,107.923,daily,floodplain,terrestrial
1152,HMK027,177,predation,spp2,1985,Parus1 major,100.48,daily,floodplain,terrestrial
1153,HMK027,177,predation,spp2,1986,Parus1 major,108.103,daily,floodplain,terrestrial
1154,HMK027,177,predation,spp2,1988,Parus1 major,102.05,daily,floodplain,terrestrial
1155,HMK027,177,predation,spp2,1989,Parus1 major,92.7025,daily,floodplain,terrestrial
1156,HMK027,177,predation,spp2,1990,Parus1 major,91.321,daily,floodplain,terrestrial
1157,HMK027,177,predation,spp2,1991,Parus1 major,97.0387,daily,floodplain,terrestrial
1158,HMK027,177,predation,spp2,1993,Parus1 major,103.627,daily,floodplain,terrestrial
1159,HMK027,177,predation,spp2,1994,Parus1 major,91.5091,daily,floodplain,terrestrial
1160,HMK027,177,predation,spp2,1995,Parus1 major,105.019,daily,floodplain,terrestrial
1161,HMK027,177,predation,spp2,1997,Parus1 major,99.8313,daily,floodplain,terrestrial
1162,HMK027,177,predation,spp2,1999,Parus1 major,96.376,daily,floodplain,terrestrial
1163,HMK027,177,predation,spp2,2000,Parus1 major,101.921,daily,floodplain,terrestrial
1164,HMK027,177,predation,spp2,2002,Parus1 major,94.6556,daily,floodplain,terrestrial
1165,HMK027,177,predation,spp2,2003,Parus1 major,105.049,daily,floodplain,terrestrial
1166,HMK027,177,predation,spp2,2004,Parus1 major,98.4726,daily,floodplain,terrestrial
1167,HMK027,178,predation,spp2,1962,Ficedula1 albicollis,118.154,daily,floodplain,terrestrial
1168,HMK027,178,predation,spp2,1965,Ficedula1 albicollis,125.6155,daily,floodplain,terrestrial
1169,HMK027,178,predation,spp2,1966,Ficedula1 albicollis,118.385,daily,floodplain,terrestrial
1170,HMK027,178,predation,spp2,1968,Ficedula1 albicollis,124.077,daily,floodplain,terrestrial
1171,HMK027,178,predation,spp2,1969,Ficedula1 albicollis,121.308,daily,floodplain,terrestrial
1172,HMK027,178,predation,spp2,1970,Ficedula1 albicollis,125.615,daily,floodplain,terrestrial
1173,HMK027,178,predation,spp2,1971,Ficedula1 albicollis,120.846,daily,floodplain,terrestrial
1174,HMK027,178,predation,spp2,1972,Ficedula1 albicollis,117.308,daily,floodplain,terrestrial
1175,HMK027,178,predation,spp2,1973,Ficedula1 albicollis,122.692,daily,floodplain,terrestrial
1176,HMK027,178,predation,spp2,1974,Ficedula1 albicollis,120.231,daily,floodplain,terrestrial
1177,HMK027,178,predation,spp2,1975,Ficedula1 albicollis,122.846,daily,floodplain,terrestrial
1178,HMK027,178,predation,spp2,1976,Ficedula1 albicollis,123.923,daily,floodplain,terrestrial
1179,HMK027,178,predation,spp2,1977,Ficedula1 albicollis,118.692,daily,floodplain,terrestrial
1180,HMK027,178,predation,spp2,1978,Ficedula1 albicollis,120.077,daily,floodplain,terrestrial
1181,HMK027,178,predation,spp2,1980,Ficedula1 albicollis,129.769,daily,floodplain,terrestrial
1182,HMK027,178,predation,spp2,1981,Ficedula1 albicollis,111.308,daily,floodplain,terrestrial
1183,HMK027,178,predation,spp2,1982,Ficedula1 albicollis,128.077,daily,floodplain,terrestrial
1184,HMK027,178,predation,spp2,1983,Ficedula1 albicollis,116.538,daily,floodplain,terrestrial
1185,HMK027,178,predation,spp2,1984,Ficedula1 albicollis,121.923,daily,floodplain,terrestrial
1186,HMK027,178,predation,spp2,1986,Ficedula1 albicollis,117.462,daily,floodplain,terrestrial
1187,HMK027,178,predation,spp2,1988,Ficedula1 albicollis,122.538,daily,floodplain,terrestrial
1188,HMK027,178,predation,spp2,1989,Ficedula1 albicollis,108.538,daily,floodplain,terrestrial
1189,HMK027,178,predation,spp2,1990,Ficedula1 albicollis,119.154,daily,floodplain,terrestrial
1190,HMK027,178,predation,spp2,1991,Ficedula1 albicollis,121,daily,floodplain,terrestrial
1191,HMK027,178,predation,spp2,1994,Ficedula1 albicollis,114.385,daily,floodplain,terrestrial
1192,HMK027,178,predation,spp2,1995,Ficedula1 albicollis,117.154,daily,floodplain,terrestrial
1193,HMK027,178,predation,spp2,1997,Ficedula1 albicollis,122.846,daily,floodplain,terrestrial
1194,HMK027,178,predation,spp2,1998,Ficedula1 albicollis,115.308,daily,floodplain,terrestrial
1195,HMK027,178,predation,spp2,2000,Ficedula1 albicollis,113.462,daily,floodplain,terrestrial
1196,HMK027,178,predation,spp2,2001,Ficedula1 albicollis,118.692,daily,floodplain,terrestrial
1197,HMK027,178,predation,spp2,2002,Ficedula1 albicollis,115.846,daily,floodplain,terrestrial
1198,HMK027,178,predation,spp2,2003,Ficedula1 albicollis,116.077,daily,floodplain,terrestrial
1199,HMK027,178,predation,spp2,2004,Ficedula1 albicollis,116.231,daily,floodplain,terrestrial
1200,HMK027,178,predation,spp2,2006,Ficedula1 albicollis,108.538,daily,floodplain,terrestrial
1201,HMK027,179,herbivory,spp2,1961,Caterpillar spp.,105.172,daily,floodplain,terrestrial
1202,HMK027,179,herbivory,spp2,1962,Caterpillar spp.,123.017,daily,floodplain,terrestrial
1203,HMK027,179,herbivory,spp2,1964,Caterpillar spp.,121.983,daily,floodplain,terrestrial
1204,HMK027,179,herbivory,spp2,1965,Caterpillar spp.,128.707,daily,floodplain,terrestrial
1205,HMK027,179,herbivory,spp2,1968,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1206,HMK027,179,herbivory,spp2,1970,Caterpillar spp.,125.086,daily,floodplain,terrestrial
1207,HMK027,179,herbivory,spp2,1971,Caterpillar spp.,119.655,daily,floodplain,terrestrial
1208,HMK027,179,herbivory,spp2,1972,Caterpillar spp.,117.845,daily,floodplain,terrestrial
1209,HMK027,179,herbivory,spp2,1973,Caterpillar spp.,120.69,daily,floodplain,terrestrial
1210,HMK027,179,herbivory,spp2,1974,Caterpillar spp.,102.328,daily,floodplain,terrestrial
1211,HMK027,179,herbivory,spp2,1975,Caterpillar spp.,123.793,daily,floodplain,terrestrial
1212,HMK027,179,herbivory,spp2,1976,Caterpillar spp.,122.5,daily,floodplain,terrestrial
1213,HMK027,179,herbivory,spp2,1977,Caterpillar spp.,119.655,daily,floodplain,terrestrial
1214,HMK027,179,herbivory,spp2,1978,Caterpillar spp.,126.897,daily,floodplain,terrestrial
1215,HMK027,179,herbivory,spp2,1979,Caterpillar spp.,124.569,daily,floodplain,terrestrial
1216,HMK027,179,herbivory,spp2,1980,Caterpillar spp.,132.845,daily,floodplain,terrestrial
1217,HMK027,179,herbivory,spp2,1981,Caterpillar spp.,117.845,daily,floodplain,terrestrial
1218,HMK027,179,herbivory,spp2,1982,Caterpillar spp.,124.828,daily,floodplain,terrestrial
1219,HMK027,179,herbivory,spp2,1983,Caterpillar spp.,118.103,daily,floodplain,terrestrial
1220,HMK027,179,herbivory,spp2,1984,Caterpillar spp.,122.759,daily,floodplain,terrestrial
1221,HMK027,179,herbivory,spp2,1986,Caterpillar spp.,120.431,daily,floodplain,terrestrial
1222,HMK027,179,herbivory,spp2,1988,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1223,HMK027,179,herbivory,spp2,1989,Caterpillar spp.,107.5,daily,floodplain,terrestrial
1224,HMK027,179,herbivory,spp2,1991,Caterpillar spp.,118.362,daily,floodplain,terrestrial
1225,HMK027,179,herbivory,spp2,1993,Caterpillar spp.,119.138,daily,floodplain,terrestrial
1226,HMK027,179,herbivory,spp2,1994,Caterpillar spp.,111.897,daily,floodplain,terrestrial
1227,HMK027,179,herbivory,spp2,1995,Caterpillar spp.,118.621,daily,floodplain,terrestrial
1228,HMK027,179,herbivory,spp2,1997,Caterpillar spp.,123.017,daily,floodplain,terrestrial
1229,HMK027,179,herbivory,spp2,1998,Caterpillar spp.,115.776,daily,floodplain,terrestrial
1230,HMK027,179,herbivory,spp2,2000,Caterpillar spp.,114.741,daily,floodplain,terrestrial
1231,HMK027,179,herbivory,spp2,2002,Caterpillar spp.,106.983,daily,floodplain,terrestrial
1232,HMK027,179,herbivory,spp2,2004,Caterpillar spp.,115.5175,daily,floodplain,terrestrial
1233,HMK027,179,herbivory,spp2,2006,Caterpillar spp.,118.103,daily,floodplain,terrestrial
1234,HMK027,179,herbivory,spp2,2007,Caterpillar spp.,106.724,daily,floodplain,terrestrial
1235,HMK028,180,predation,spp1,1961,Operophtera brumata,140.5084,daily,wytham,terrestrial
1236,HMK028,180,predation,spp1,1962,Operophtera brumata,165.6977,daily,wytham,terrestrial
1237,HMK028,180,predation,spp1,1963,Operophtera brumata,159.5276,daily,wytham,terrestrial
1238,HMK028,180,predation,spp1,1964,Operophtera brumata,201.3834,daily,wytham,terrestrial
1239,HMK028,180,predation,spp1,1965,Operophtera brumata,149.6574,daily,wytham,terrestrial
1240,HMK028,180,predation,spp1,1966,Operophtera brumata,155.5865,daily,wytham,terrestrial
1241,HMK028,180,predation,spp1,1967,Operophtera brumata,157.5645,daily,wytham,terrestrial
1242,HMK028,180,predation,spp1,1968,Operophtera brumata,159.4319,daily,wytham,terrestrial
1243,HMK028,180,predation,spp1,1969,Operophtera brumata,159.4228,daily,wytham,terrestrial
1244,HMK028,180,predation,spp1,1970,Operophtera brumata,156.5864,daily,wytham,terrestrial
1245,HMK028,180,predation,spp1,1971,Operophtera brumata,156.5891,daily,wytham,terrestrial
1246,HMK028,180,predation,spp1,1975,Operophtera brumata,159.5639,daily,wytham,terrestrial
1247,HMK028,180,predation,spp1,1983,Operophtera brumata,162.9218,daily,wytham,terrestrial
1248,HMK028,180,predation,spp1,1984,Operophtera brumata,162.5678,daily,wytham,terrestrial
1249,HMK028,180,predation,spp1,1985,Operophtera brumata,157.7434,daily,wytham,terrestrial
1250,HMK028,180,predation,spp1,1986,Operophtera brumata,165.6478,daily,wytham,terrestrial
1251,HMK028,180,predation,spp1,1987,Operophtera brumata,152.688,daily,wytham,terrestrial
1252,HMK028,180,predation,spp1,1988,Operophtera brumata,153.6916,daily,wytham,terrestrial
1253,HMK028,180,predation,spp1,1993,Operophtera brumata,150.3609,daily,wytham,terrestrial
1254,HMK028,180,predation,spp1,1994,Operophtera brumata,152.339,daily,wytham,terrestrial
1255,HMK028,180,predation,spp1,1995,Operophtera brumata,145.3051,daily,wytham,terrestrial
1256,HMK028,180,predation,spp1,1996,Operophtera brumata,163.3453,daily,wytham,terrestrial
1257,HMK028,180,predation,spp1,1997,Operophtera brumata,142.348,daily,wytham,terrestrial
1258,HMK028,180,predation,spp1,1998,Operophtera brumata,147.2886,daily,wytham,terrestrial
1259,HMK028,180,predation,spp1,1999,Operophtera brumata,145.1934,daily,wytham,terrestrial
1260,HMK028,180,predation,spp1,2000,Operophtera brumata,146.3201,daily,wytham,terrestrial
1261,HMK028,180,predation,spp1,2001,Operophtera brumata,153.3475,daily,wytham,terrestrial
1262,HMK028,180,predation,spp1,2002,Operophtera brumata,143.2277,daily,wytham,terrestrial
1263,HMK028,180,predation,spp1,2003,Operophtera brumata,142.2436,daily,wytham,terrestrial
1264,HMK028,180,predation,spp1,2004,Operophtera brumata,147.3204,daily,wytham,terrestrial
1265,HMK028,180,predation,spp1,2005,Operophtera brumata,147.3108,daily,wytham,terrestrial
1266,HMK028,180,predation,spp1,2006,Operophtera brumata,150.277,daily,wytham,terrestrial
1267,HMK028,180,predation,spp2,1961,Parus2 major,112.7814,daily,wytham,terrestrial
1268,HMK028,180,predation,spp2,1962,Parus2 major,123.9555,daily,wytham,terrestrial
1269,HMK028,180,predation,spp2,1963,Parus2 major,119.9474,daily,wytham,terrestrial
1270,HMK028,180,predation,spp2,1964,Parus2 major,125.8057,daily,wytham,terrestrial
1271,HMK028,180,predation,spp2,1965,Parus2 major,121.0405,daily,wytham,terrestrial
1272,HMK028,180,predation,spp2,1966,Parus2 major,125.8988,daily,wytham,terrestrial
1273,HMK028,180,predation,spp2,1967,Parus2 major,120.3117,daily,wytham,terrestrial
1274,HMK028,180,predation,spp2,1968,Parus2 major,122.6478,daily,wytham,terrestrial
1275,HMK028,180,predation,spp2,1969,Parus2 major,126.0202,daily,wytham,terrestrial
1276,HMK028,180,predation,spp2,1970,Parus2 major,126.5061,daily,wytham,terrestrial
1277,HMK028,180,predation,spp2,1971,Parus2 major,125.0486,daily,wytham,terrestrial
1278,HMK028,180,predation,spp2,1975,Parus2 major,123.4696,daily,wytham,terrestrial
1279,HMK028,180,predation,spp2,1983,Parus2 major,120.5547,daily,wytham,terrestrial
1280,HMK028,180,predation,spp2,1984,Parus2 major,129.9352,daily,wytham,terrestrial
1281,HMK028,180,predation,spp2,1985,Parus2 major,116.9109,daily,wytham,terrestrial
1282,HMK028,180,predation,spp2,1986,Parus2 major,130.1498,daily,wytham,terrestrial
1283,HMK028,180,predation,spp2,1987,Parus2 major,113.6316,daily,wytham,terrestrial
1284,HMK028,180,predation,spp2,1988,Parus2 major,124.7126,daily,wytham,terrestrial
1285,HMK028,180,predation,spp2,1993,Parus2 major,112.5385,daily,wytham,terrestrial
1286,HMK028,180,predation,spp2,1994,Parus2 major,118.6113,daily,wytham,terrestrial
1287,HMK028,180,predation,spp2,1995,Parus2 major,109.9879,daily,wytham,terrestrial
1288,HMK028,180,predation,spp2,1996,Parus2 major,121.4332,daily,wytham,terrestrial
1289,HMK028,180,predation,spp2,1997,Parus2 major,104.5223,daily,wytham,terrestrial
1290,HMK028,180,predation,spp2,1998,Parus2 major,116.9109,daily,wytham,terrestrial
1291,HMK028,180,predation,spp2,1999,Parus2 major,114.1174,daily,wytham,terrestrial
1292,HMK028,180,predation,spp2,2000,Parus2 major,117.5466,daily,wytham,terrestrial
1293,HMK028,180,predation,spp2,2001,Parus2 major,122.9838,daily,wytham,terrestrial
1294,HMK028,180,predation,spp2,2002,Parus2 major,104.8866,daily,wytham,terrestrial
1295,HMK028,180,predation,spp2,2003,Parus2 major,115.0891,daily,wytham,terrestrial
1296,HMK028,180,predation,spp2,2004,Parus2 major,111.2308,daily,wytham,terrestrial
1297,HMK028,180,predation,spp2,2005,Parus2 major,113.996,daily,wytham,terrestrial
1298,HMK028,180,predation,spp2,2006,Parus2 major,117.0324,daily,wytham,terrestrial
1299,HMK029,181,herbivory,spp1,1977,Diatom1 spp.,119.576,daily,washington,aquatic
1300,HMK029,181,herbivory,spp1,1978,Diatom1 spp.,102.489,daily,washington,aquatic
1301,HMK029,181,herbivory,spp1,1979,Diatom1 spp.,121.586,daily,washington,aquatic
1302,HMK029,181,herbivory,spp1,1980,Diatom1 spp.,119.278,daily,washington,aquatic
1303,HMK029,181,herbivory,spp1,1981,Diatom1 spp.,141.723,daily,washington,aquatic
1304,HMK029,181,herbivory,spp1,1982,Diatom1 spp.,131.296,daily,washington,aquatic
1305,HMK029,181,herbivory,spp1,1983,Diatom1 spp.,117.083,daily,washington,aquatic
1306,HMK029,181,herbivory,spp1,1984,Diatom1 spp.,108.084,daily,washington,aquatic
1307,HMK029,181,herbivory,spp1,1985,Diatom1 spp.,102.426,daily,washington,aquatic
1308,HMK029,181,herbivory,spp1,1986,Diatom1 spp.,99.1578,daily,washington,aquatic
1309,HMK029,181,herbivory,spp1,1987,Diatom1 spp.,111.595,daily,washington,aquatic
1310,HMK029,181,herbivory,spp1,1988,Diatom1 spp.,124.985,daily,washington,aquatic
1311,HMK029,181,herbivory,spp1,1989,Diatom1 spp.,124.566,daily,washington,aquatic
1312,HMK029,181,herbivory,spp1,1990,Diatom1 spp.,108.44,daily,washington,aquatic
1313,HMK029,181,herbivory,spp1,1991,Diatom1 spp.,114.219,daily,washington,aquatic
1314,HMK029,181,herbivory,spp1,1992,Diatom1 spp.,91.4108,daily,washington,aquatic
1315,HMK029,181,herbivory,spp1,1993,Diatom1 spp.,95.2851,daily,washington,aquatic
1316,HMK029,181,herbivory,spp1,1994,Diatom1 spp.,112.493,daily,washington,aquatic
1317,HMK029,181,herbivory,spp1,1995,Diatom1 spp.,109.684,daily,washington,aquatic
1318,HMK029,181,herbivory,spp1,1996,Diatom1 spp.,118.107,daily,washington,aquatic
1319,HMK029,181,herbivory,spp1,1998,Diatom1 spp.,87.0052,daily,washington,aquatic
1320,HMK029,181,herbivory,spp1,1999,Diatom1 spp.,112.776,daily,washington,aquatic
1321,HMK029,181,herbivory,spp1,2000,Diatom1 spp.,95.2219,daily,washington,aquatic
1322,HMK029,181,herbivory,spp1,2001,Diatom1 spp.,100.049,daily,washington,aquatic
1323,HMK029,181,herbivory,spp1,2002,Diatom1 spp.,92.9543,daily,washington,aquatic
1324,HMK029,181,herbivory,spp2,1977,Daphnia pulicaria,126.851,daily,washington,aquatic
1325,HMK029,181,herbivory,spp2,1978,Daphnia pulicaria,118.432,daily,washington,aquatic
1326,HMK029,181,herbivory,spp2,1979,Daphnia pulicaria,157.692,daily,washington,aquatic
1327,HMK029,181,herbivory,spp2,1980,Daphnia pulicaria,182.636,daily,washington,aquatic
1328,HMK029,181,herbivory,spp2,1981,Daphnia pulicaria,148.253,daily,washington,aquatic
1329,HMK029,181,herbivory,spp2,1982,Daphnia pulicaria,159.965,daily,washington,aquatic
1330,HMK029,181,herbivory,spp2,1983,Daphnia pulicaria,139.886,daily,washington,aquatic
1331,HMK029,181,herbivory,spp2,1984,Daphnia pulicaria,157.949,daily,washington,aquatic
1332,HMK029,181,herbivory,spp2,1985,Daphnia pulicaria,137.876,daily,washington,aquatic
1333,HMK029,181,herbivory,spp2,1986,Daphnia pulicaria,154.873,daily,washington,aquatic
1334,HMK029,181,herbivory,spp2,1987,Daphnia pulicaria,140.628,daily,washington,aquatic
1335,HMK029,181,herbivory,spp2,1988,Daphnia pulicaria,140.685,daily,washington,aquatic
1336,HMK029,181,herbivory,spp2,1989,Daphnia pulicaria,159.272,daily,washington,aquatic
1337,HMK029,181,herbivory,spp2,1990,Daphnia pulicaria,152.973,daily,washington,aquatic
1338,HMK029,181,herbivory,spp2,1991,Daphnia pulicaria,156.726,daily,washington,aquatic
1339,HMK029,181,herbivory,spp2,1992,Daphnia pulicaria,154.129,daily,washington,aquatic
1340,HMK029,181,herbivory,spp2,1993,Daphnia pulicaria,134.062,daily,washington,aquatic
1341,HMK029,181,herbivory,spp2,1994,Daphnia pulicaria,173.309,daily,washington,aquatic
1342,HMK029,181,herbivory,spp2,1995,Daphnia pulicaria,146.349,daily,washington,aquatic
1343,HMK029,181,herbivory,spp2,1996,Daphnia pulicaria,170.233,daily,washington,aquatic
1344,HMK029,181,herbivory,spp2,1998,Daphnia pulicaria,126.909,daily,washington,aquatic
1345,HMK029,181,herbivory,spp2,1999,Daphnia pulicaria,194.769,daily,washington,aquatic
1346,HMK029,181,herbivory,spp2,2000,Daphnia pulicaria,165.16,daily,washington,aquatic
1347,HMK029,181,herbivory,spp2,2001,Daphnia pulicaria,151.432,daily,washington,aquatic
1348,HMK029,181,herbivory,spp2,2002,Daphnia pulicaria,159.442,daily,washington,aquatic
1349,HMK030,183,herbivory,spp1,2002,Plant2 spp.,157.228,daily,greenland,terrestrial
1350,HMK030,183,herbivory,spp1,2003,Plant2 spp.,156.581,daily,greenland,terrestrial
1351,HMK030,183,herbivory,spp1,2004,Plant2 spp.,156.441,daily,greenland,terrestrial
1352,HMK030,183,herbivory,spp1,2005,Plant2 spp.,158.199,daily,greenland,terrestrial
1353,HMK030,183,herbivory,spp1,2006,Plant2 spp.,144.767,daily,greenland,terrestrial
1354,HMK030,183,herbivory,spp1,2007,Plant2 spp.,154.626,daily,greenland,terrestrial
1355,HMK030,183,herbivory,spp1,2008,Plant2 spp.,144.739,daily,greenland,terrestrial
1356,HMK030,183,herbivory,spp1,2009,Plant2 spp.,152.319,daily,greenland,terrestrial
1357,HMK030,183,herbivory,spp1,2010,Plant2 spp.,139.014,daily,greenland,terrestrial
1358,HMK030,183,herbivory,spp1,2011,Plant2 spp.,147.101,daily,greenland,terrestrial
1359,HMK030,183,herbivory,spp2,2002,Rangifer2 tarandus,159.115,daily,greenland,terrestrial
1360,HMK030,183,herbivory,spp2,2003,Rangifer2 tarandus,155.301,daily,greenland,terrestrial
1361,HMK030,183,herbivory,spp2,2004,Rangifer2 tarandus,159.354,daily,greenland,terrestrial
1362,HMK030,183,herbivory,spp2,2005,Rangifer2 tarandus,155.539,daily,greenland,terrestrial
1363,HMK030,183,herbivory,spp2,2006,Rangifer2 tarandus,157.435,daily,greenland,terrestrial
1364,HMK030,183,herbivory,spp2,2007,Rangifer2 tarandus,156.793,daily,greenland,terrestrial
1365,HMK030,183,herbivory,spp2,2008,Rangifer2 tarandus,152.851,daily,greenland,terrestrial
1366,HMK030,183,herbivory,spp2,2009,Rangifer2 tarandus,155.001,daily,greenland,terrestrial
1367,HMK030,183,herbivory,spp2,2010,Rangifer2 tarandus,157.405,daily,greenland,terrestrial
1368,HMK030,183,herbivory,spp2,2011,Rangifer2 tarandus,156.381,daily,greenland,terrestrial
1389,HMK031,185,herbivory,spp1,1979,Diatom2 spp.,138.4719,weekly,berlin,aquatic
1390,HMK031,185,herbivory,spp1,1980,Diatom2 spp.,138.4719,weekly,berlin,aquatic
1391,HMK031,185,herbivory,spp1,1981,Diatom2 spp.,138.4719,weekly,berlin,aquatic
1392,HMK031,185,herbivory,spp1,1982,Diatom2 spp.,118.2972,weekly,berlin,aquatic
1393,HMK031,185,herbivory,spp1,1983,Diatom2 spp.,117.3802,weekly,berlin,aquatic
1394,HMK031,185,herbivory,spp1,1984,Diatom2 spp.,104.5415,weekly,berlin,aquatic
1395,HMK031,185,herbivory,spp1,1985,Diatom2 spp.,111.8775,weekly,berlin,aquatic
1396,HMK031,185,herbivory,spp1,1986,Diatom2 spp.,117.3802,weekly,berlin,aquatic
1397,HMK031,185,herbivory,spp1,1987,Diatom2 spp.,145.8079,weekly,berlin,aquatic
1398,HMK031,185,herbivory,spp1,1988,Diatom2 spp.,90.7858,weekly,berlin,aquatic
1399,HMK031,185,herbivory,spp1,1989,Diatom2 spp.,76.1138,weekly,berlin,aquatic
1400,HMK031,185,herbivory,spp1,1990,Diatom2 spp.,61.44103,weekly,berlin,aquatic
1401,HMK031,185,herbivory,spp1,1991,Diatom2 spp.,104.5415,weekly,berlin,aquatic
1402,HMK031,185,herbivory,spp1,1992,Diatom2 spp.,103.6245,weekly,berlin,aquatic
1403,HMK031,185,herbivory,spp1,1993,Diatom2 spp.,111.8775,weekly,berlin,aquatic
1404,HMK031,185,herbivory,spp1,1994,Diatom2 spp.,110.9605,weekly,berlin,aquatic
1405,HMK031,185,herbivory,spp1,1995,Diatom2 spp.,61.44103,weekly,berlin,aquatic
1406,HMK031,185,herbivory,spp1,1996,Diatom2 spp.,124.7162,weekly,berlin,aquatic
1407,HMK031,185,herbivory,spp1,1997,Diatom2 spp.,119.2142,weekly,berlin,aquatic
1408,HMK031,185,herbivory,spp1,1998,Diatom2 spp.,111.8775,weekly,berlin,aquatic
1409,HMK031,185,herbivory,spp1,1999,Diatom2 spp.,90.7858,weekly,berlin,aquatic
1410,HMK031,185,herbivory,spp1,2000,Diatom2 spp.,110.0435,weekly,berlin,aquatic
1411,HMK031,185,herbivory,spp1,2001,Diatom2 spp.,110.9605,weekly,berlin,aquatic
1412,HMK031,185,herbivory,spp1,2002,Diatom2 spp.,96.2885,weekly,berlin,aquatic
1413,HMK031,185,herbivory,spp1,2003,Diatom2 spp.,131.1352,weekly,berlin,aquatic
1496,HMK031,185,herbivory,spp2,1979,Daphnia1 spp.,181.5723,weekly,berlin,aquatic
1497,HMK031,185,herbivory,spp2,1980,Daphnia1 spp.,182.4893,weekly,berlin,aquatic
1498,HMK031,185,herbivory,spp2,1981,Daphnia1 spp.,153.1439,weekly,berlin,aquatic
1499,HMK031,185,herbivory,spp2,1982,Daphnia1 spp.,168.7336,weekly,berlin,aquatic
1500,HMK031,185,herbivory,spp2,1983,Daphnia1 spp.,153.1439,weekly,berlin,aquatic
1501,HMK031,185,herbivory,spp2,1984,Daphnia1 spp.,153.1439,weekly,berlin,aquatic
1502,HMK031,185,herbivory,spp2,1985,Daphnia1 spp.,159.5636,weekly,berlin,aquatic
1503,HMK031,185,herbivory,spp2,1986,Daphnia1 spp.,154.0609,weekly,berlin,aquatic
1504,HMK031,185,herbivory,spp2,1987,Daphnia1 spp.,167.8166,weekly,berlin,aquatic
1505,HMK031,185,herbivory,spp2,1988,Daphnia1 spp.,154.0609,weekly,berlin,aquatic
1506,HMK031,185,herbivory,spp2,1989,Daphnia1 spp.,187.9913,weekly,berlin,aquatic
1507,HMK031,185,herbivory,spp2,1990,Daphnia1 spp.,139.3889,weekly,berlin,aquatic
1508,HMK031,185,herbivory,spp2,1991,Daphnia1 spp.,153.1439,weekly,berlin,aquatic
1509,HMK031,185,herbivory,spp2,1992,Daphnia1 spp.,146.7249,weekly,berlin,aquatic
1510,HMK031,185,herbivory,spp2,1993,Daphnia1 spp.,132.9692,weekly,berlin,aquatic
1511,HMK031,185,herbivory,spp2,1994,Daphnia1 spp.,147.6419,weekly,berlin,aquatic
1512,HMK031,185,herbivory,spp2,1995,Daphnia1 spp.,139.3889,weekly,berlin,aquatic
1513,HMK031,185,herbivory,spp2,1996,Daphnia1 spp.,154.0609,weekly,berlin,aquatic
1514,HMK031,185,herbivory,spp2,1997,Daphnia1 spp.,146.7249,weekly,berlin,aquatic
1515,HMK031,185,herbivory,spp2,1998,Daphnia1 spp.,132.9692,weekly,berlin,aquatic
1516,HMK031,185,herbivory,spp2,1999,Daphnia1 spp.,140.3059,weekly,berlin,aquatic
1517,HMK031,185,herbivory,spp2,2000,Daphnia1 spp.,140.3059,weekly,berlin,aquatic
1518,HMK031,185,herbivory,spp2,2001,Daphnia1 spp.,147.6419,weekly,berlin,aquatic
1519,HMK031,185,herbivory,spp2,2002,Daphnia1 spp.,145.8079,weekly,berlin,aquatic
1520,HMK031,185,herbivory,spp2,2003,Daphnia1 spp.,166.8996,weekly,berlin,aquatic
1583,HMK032,189,herbivory,spp1,1956,Asterionella spp.,139.8299,weekly,cumbria,aquatic
1584,HMK032,189,herbivory,spp1,1958,Asterionella spp.,139.8397,weekly,cumbria,aquatic
1585,HMK032,189,herbivory,spp1,1959,Asterionella spp.,140.0924,weekly,cumbria,aquatic
1586,HMK032,189,herbivory,spp1,1961,Asterionella spp.,147.0287,weekly,cumbria,aquatic
1587,HMK032,189,herbivory,spp1,1962,Asterionella spp.,133.1806,weekly,cumbria,aquatic
1588,HMK032,189,herbivory,spp1,1964,Asterionella spp.,153.9692,weekly,cumbria,aquatic
1589,HMK032,189,herbivory,spp1,1965,Asterionella spp.,140.1225,weekly,cumbria,aquatic
1590,HMK032,189,herbivory,spp1,1966,Asterionella spp.,147.0525,weekly,cumbria,aquatic
1591,HMK032,189,herbivory,spp1,1967,Asterionella spp.,126.0336,weekly,cumbria,aquatic
