studyid,intid,X,year,spp1,spp2,interaction,taxatype,neg_phenovalue,neg_slope,pos_phenovalue,pos_slope,phenodiff,phenofreq,intxn,length,minyear
HMK018,169,429,2001,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,324,-0.321212121,306,0.18627451,18,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK018,169,430,2002,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,329,-0.321212121,323.5,0.18627451,5.5,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK018,169,431,2003,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,326,-0.321212121,317.5,0.18627451,8.5,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK018,169,432,2004,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,329,-0.321212121,316,0.18627451,13,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK018,169,433,2005,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,323,-0.321212121,313.5,0.18627451,9.5,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK018,169,434,2006,Pygoscelis_b antarcticus,Pygoscelis papua,competition,spp,321,-0.321212121,308,0.18627451,13,daily,Pygoscelis antarcticus Pygoscelis papua competition,10,1997
HMK019,170,435,1969,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,109.8085,-0.512477669,160.305,-0.696012315,-50.4965,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,436,1970,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,124.352,-0.512477669,153.324,-0.696012315,-28.972,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,437,1971,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,100.53485,-0.512477669,124.8365,-0.696012315,-24.30165,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,438,1972,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,109.654,-0.512477669,140.054,-0.696012315,-30.4,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,439,1973,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,76.8018,-0.512477669,137.4605,-0.696012315,-60.6587,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,440,1974,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,86.52195,-0.512477669,134.959,-0.696012315,-48.43705,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,441,1975,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,98.84105,-0.512477669,131.047,-0.696012315,-32.20595,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,442,1976,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,82.2223,-0.512477669,142.5315,-0.696012315,-60.3092,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,443,1977,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,94.9844,-0.512477669,134.2885,-0.696012315,-39.3041,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,444,1978,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,107.708,-0.512477669,147.44,-0.696012315,-39.732,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,445,1979,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,108.8071,-0.512477669,141.25,-0.696012315,-32.4429,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,446,1980,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,94.99155,-0.512477669,125.4055,-0.696012315,-30.41395,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,447,1981,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,98.415,-0.512477669,132.068,-0.696012315,-33.653,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,448,1982,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,102.1298,-0.512477669,123.4645,-0.696012315,-21.3347,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,449,1983,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,100.1954,-0.512477669,149.2905,-0.696012315,-49.0951,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,450,1984,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,104.29995,-0.512477669,121.607,-0.696012315,-17.30705,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,452,1986,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,79.49615,-0.512477669,143.5115,-0.696012315,-64.01535,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,453,1987,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,100.87045,-0.512477669,129.6225,-0.696012315,-28.75205,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,454,1988,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,94.3999,-0.512477669,129.632,-0.696012315,-35.2321,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,455,1989,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,102.39595,-0.512477669,155.9275,-0.696012315,-53.53155,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,456,1990,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,76.9364,-0.512477669,123.2625,-0.696012315,-46.3261,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,457,1991,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,73.9246,-0.512477669,126.391,-0.696012315,-52.4664,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,458,1992,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,93.1373,-0.512477669,121.4005,-0.696012315,-28.2632,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,459,1993,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,67.89555,-0.512477669,123.8035,-0.696012315,-55.90795,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,460,1994,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,84.0984,-0.512477669,125.1545,-0.696012315,-41.0561,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,461,1995,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,100.27695,-0.512477669,131.477,-0.696012315,-31.20005,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,462,1996,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,101.441,-0.512477669,139.5085,-0.696012315,-38.0675,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,463,1997,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,73.538,-0.512477669,110.5725,-0.696012315,-37.0345,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,464,1998,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,89.07065,-0.512477669,136.25,-0.696012315,-47.17935,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,465,1999,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,92.10455,-0.512477669,133.19,-0.696012315,-41.08545,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,466,2000,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,84.13685,-0.512477669,121.22,-0.696012315,-37.08315,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,467,2001,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,96.441,-0.512477669,132.4685,-0.696012315,-36.0275,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,468,2002,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,86.2943,-0.512477669,113.75,-0.696012315,-27.4557,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,469,2003,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,85.219,-0.512477669,100.91875,-0.696012315,-15.69975,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,471,2005,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,83.508,-0.512477669,107.881,-0.696012315,-24.373,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,472,2006,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,83.95085,-0.512477669,123.75,-0.696012315,-39.79915,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,170,474,2008,Phytoplankton1 spp.,Daphnia3a spp.,herbivory,genus,83.10485,-0.512477669,119.17,-0.696012315,-36.06515,daily,Phytoplankton1 spp. Daphnia3 spp. herbivory,37,1969
HMK019,171,475,1969,Daphnia3b spp.,Perca fluviatillis,predation,genus,160.305,-0.696012315,146.943,-0.513398598,13.362,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,476,1970,Daphnia3b spp.,Perca fluviatillis,predation,genus,153.324,-0.696012315,142.4035,-0.513398598,10.9205,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,477,1971,Daphnia3b spp.,Perca fluviatillis,predation,genus,124.8365,-0.696012315,139.977,-0.513398598,-15.1405,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,478,1972,Daphnia3b spp.,Perca fluviatillis,predation,genus,140.054,-0.696012315,143.5655,-0.513398598,-3.5115,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,479,1973,Daphnia3b spp.,Perca fluviatillis,predation,genus,137.4605,-0.696012315,142.2105,-0.513398598,-4.75,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,480,1974,Daphnia3b spp.,Perca fluviatillis,predation,genus,134.959,-0.696012315,138.198,-0.513398598,-3.239,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,481,1975,Daphnia3b spp.,Perca fluviatillis,predation,genus,131.047,-0.696012315,140.177,-0.513398598,-9.13,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,482,1976,Daphnia3b spp.,Perca fluviatillis,predation,genus,142.5315,-0.696012315,142.6785,-0.513398598,-0.147,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,483,1977,Daphnia3b spp.,Perca fluviatillis,predation,genus,134.2885,-0.696012315,148.327,-0.513398598,-14.0385,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,484,1978,Daphnia3b spp.,Perca fluviatillis,predation,genus,147.44,-0.696012315,145.719,-0.513398598,1.721,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,485,1979,Daphnia3b spp.,Perca fluviatillis,predation,genus,141.25,-0.696012315,143.0605,-0.513398598,-1.8105,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,486,1980,Daphnia3b spp.,Perca fluviatillis,predation,genus,125.4055,-0.696012315,132.825,-0.513398598,-7.4195,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,487,1981,Daphnia3b spp.,Perca fluviatillis,predation,genus,132.068,-0.696012315,141.7125,-0.513398598,-9.6445,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,488,1982,Daphnia3b spp.,Perca fluviatillis,predation,genus,123.4645,-0.696012315,131.427,-0.513398598,-7.9625,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,489,1983,Daphnia3b spp.,Perca fluviatillis,predation,genus,149.2905,-0.696012315,137.11,-0.513398598,12.1805,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,490,1984,Daphnia3b spp.,Perca fluviatillis,predation,genus,121.607,-0.696012315,130.015,-0.513398598,-8.408,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,491,1986,Daphnia3b spp.,Perca fluviatillis,predation,genus,143.5115,-0.696012315,139.4585,-0.513398598,4.053,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,492,1987,Daphnia3b spp.,Perca fluviatillis,predation,genus,129.6225,-0.696012315,129.187,-0.513398598,0.4355,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,494,1989,Daphnia3b spp.,Perca fluviatillis,predation,genus,155.9275,-0.696012315,133.715,-0.513398598,22.2125,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,495,1990,Daphnia3b spp.,Perca fluviatillis,predation,genus,123.2625,-0.696012315,129.6245,-0.513398598,-6.362,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,496,1991,Daphnia3b spp.,Perca fluviatillis,predation,genus,126.391,-0.696012315,134.485,-0.513398598,-8.094,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,497,1992,Daphnia3b spp.,Perca fluviatillis,predation,genus,121.4005,-0.696012315,131.457,-0.513398598,-10.0565,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,498,1993,Daphnia3b spp.,Perca fluviatillis,predation,genus,123.8035,-0.696012315,127.515,-0.513398598,-3.7115,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,499,1994,Daphnia3b spp.,Perca fluviatillis,predation,genus,125.1545,-0.696012315,129.112,-0.513398598,-3.9575,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,500,1995,Daphnia3b spp.,Perca fluviatillis,predation,genus,131.477,-0.696012315,128.683,-0.513398598,2.794,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,501,1996,Daphnia3b spp.,Perca fluviatillis,predation,genus,139.5085,-0.696012315,140.108,-0.513398598,-0.5995,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,502,1997,Daphnia3b spp.,Perca fluviatillis,predation,genus,110.5725,-0.696012315,129.181,-0.513398598,-18.6085,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,503,1998,Daphnia3b spp.,Perca fluviatillis,predation,genus,136.25,-0.696012315,128.187,-0.513398598,8.063,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,504,1999,Daphnia3b spp.,Perca fluviatillis,predation,genus,133.19,-0.696012315,125.8805,-0.513398598,7.3095,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,505,2000,Daphnia3b spp.,Perca fluviatillis,predation,genus,121.22,-0.696012315,126.424,-0.513398598,-5.204,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,506,2001,Daphnia3b spp.,Perca fluviatillis,predation,genus,132.4685,-0.696012315,135.3075,-0.513398598,-2.839,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,507,2002,Daphnia3b spp.,Perca fluviatillis,predation,genus,113.75,-0.696012315,124.3945,-0.513398598,-10.6445,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,508,2003,Daphnia3b spp.,Perca fluviatillis,predation,genus,100.91875,-0.696012315,130.897,-0.513398598,-29.97825,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,509,2005,Daphnia3b spp.,Perca fluviatillis,predation,genus,107.881,-0.696012315,126.7665,-0.513398598,-18.8855,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,510,2006,Daphnia3b spp.,Perca fluviatillis,predation,genus,123.75,-0.696012315,130.5205,-0.513398598,-6.7705,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK019,171,511,2008,Daphnia3b spp.,Perca fluviatillis,predation,genus,119.17,-0.696012315,126.487,-0.513398598,-7.317,daily,Daphnia3 spp. Perca fluviatillis predation,36,1969
HMK020,172,512,2009,Quercus1 robur,Thaumetopoea processionea,herbivory,spp,106,-6.5,96,-4,10,daily,Quercus1 robur Thaumetopoea processionea herbivory,3,2009
HMK020,172,513,2010,Quercus1 robur,Thaumetopoea processionea,herbivory,spp,110,-6.5,97,-4,13,daily,Quercus1 robur Thaumetopoea processionea herbivory,3,2009
HMK020,172,514,2011,Quercus1 robur,Thaumetopoea processionea,herbivory,spp,93,-6.5,88,-4,5,daily,Quercus1 robur Thaumetopoea processionea herbivory,3,2009
HMK021,173,515,1998,Dasineura mali,Platygaster demades,parasitism,spp,356,-9,346,-7,10,daily,Dasineura mali Platygaster demades parasitism,2,1998
HMK021,173,516,1999,Dasineura mali,Platygaster demades,parasitism,spp,347,-9,339,-7,8,daily,Dasineura mali Platygaster demades parasitism,2,1998
HMK023,175,517,1999,Bombus spp.,Corydalis ambigua,pollination,genus,115.5,0.364835165,113,0.721978022,2.5,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,518,2000,Bombus spp.,Corydalis ambigua,pollination,genus,121,0.364835165,121,0.721978022,0,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,519,2001,Bombus spp.,Corydalis ambigua,pollination,genus,116,0.364835165,116,0.721978022,0,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,520,2002,Bombus spp.,Corydalis ambigua,pollination,genus,111,0.364835165,104,0.721978022,7,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,521,2003,Bombus spp.,Corydalis ambigua,pollination,genus,115,0.364835165,111,0.721978022,4,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,522,2004,Bombus spp.,Corydalis ambigua,pollination,genus,116,0.364835165,111,0.721978022,5,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,523,2005,Bombus spp.,Corydalis ambigua,pollination,genus,121,0.364835165,118,0.721978022,3,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,524,2006,Bombus spp.,Corydalis ambigua,pollination,genus,120.5,0.364835165,117,0.721978022,3.5,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,525,2007,Bombus spp.,Corydalis ambigua,pollination,genus,115,0.364835165,115,0.721978022,0,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,526,2008,Bombus spp.,Corydalis ambigua,pollination,genus,114,0.364835165,109,0.721978022,5,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,527,2009,Bombus spp.,Corydalis ambigua,pollination,genus,116.5,0.364835165,117,0.721978022,-0.5,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,528,2010,Bombus spp.,Corydalis ambigua,pollination,genus,116,0.364835165,125,0.721978022,-9,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,529,2011,Bombus spp.,Corydalis ambigua,pollination,genus,124.5,0.364835165,124.5,0.721978022,0,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK023,175,530,2012,Bombus spp.,Corydalis ambigua,pollination,genus,123,0.364835165,122,0.721978022,1,daily,Bombus spp. Corydalis ambigua pollination,14,1999
HMK027,177,536,1961,Caterpillar_a spp.,Parus1 major,predation,genus,105.172,-0.182992499,93.9847,-0.135115011,11.1873,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,538,1963,Caterpillar_a spp.,Parus1 major,predation,genus,121.983,-0.182992499,109.746,-0.135115011,12.237,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,539,1964,Caterpillar_a spp.,Parus1 major,predation,genus,121.983,-0.182992499,108.713,-0.135115011,13.27,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,540,1965,Caterpillar_a spp.,Parus1 major,predation,genus,128.707,-0.182992499,109.93,-0.135115011,18.777,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,542,1967,Caterpillar_a spp.,Parus1 major,predation,genus,119.655,-0.182992499,105.435,-0.135115011,14.22,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,543,1968,Caterpillar_a spp.,Parus1 major,predation,genus,118.621,-0.182992499,98.5127,-0.135115011,20.1083,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,544,1969,Caterpillar_a spp.,Parus1 major,predation,genus,124.828,-0.182992499,112.715,-0.135115011,12.113,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,545,1970,Caterpillar_a spp.,Parus1 major,predation,genus,125.086,-0.182992499,109.949,-0.135115011,15.137,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,547,1972,Caterpillar_a spp.,Parus1 major,predation,genus,117.845,-0.182992499,99.7395,-0.135115011,18.1055,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,548,1973,Caterpillar_a spp.,Parus1 major,predation,genus,120.69,-0.182992499,109.613,-0.135115011,11.077,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,549,1974,Caterpillar_a spp.,Parus1 major,predation,genus,102.328,-0.182992499,92.4743,-0.135115011,9.8537,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,550,1975,Caterpillar_a spp.,Parus1 major,predation,genus,123.793,-0.182992499,108.755,-0.135115011,15.038,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,551,1976,Caterpillar_a spp.,Parus1 major,predation,genus,122.5,-0.182992499,106.161,-0.135115011,16.339,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,552,1977,Caterpillar_a spp.,Parus1 major,predation,genus,119.655,-0.182992499,93.8708,-0.135115011,25.7842,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,553,1978,Caterpillar_a spp.,Parus1 major,predation,genus,126.897,-0.182992499,106.688,-0.135115011,20.209,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,554,1979,Caterpillar_a spp.,Parus1 major,predation,genus,124.569,-0.182992499,105.999,-0.135115011,18.57,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,555,1980,Caterpillar_a spp.,Parus1 major,predation,genus,132.845,-0.182992499,109.986,-0.135115011,22.859,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,556,1981,Caterpillar_a spp.,Parus1 major,predation,genus,117.845,-0.182992499,96.656,-0.135115011,21.189,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,557,1982,Caterpillar_a spp.,Parus1 major,predation,genus,124.828,-0.182992499,102.028,-0.135115011,22.8,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,558,1983,Caterpillar_a spp.,Parus1 major,predation,genus,118.103,-0.182992499,101.165,-0.135115011,16.938,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,559,1984,Caterpillar_a spp.,Parus1 major,predation,genus,122.759,-0.182992499,107.923,-0.135115011,14.836,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,560,1985,Caterpillar_a spp.,Parus1 major,predation,genus,124.052,-0.182992499,100.48,-0.135115011,23.572,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,561,1986,Caterpillar_a spp.,Parus1 major,predation,genus,120.431,-0.182992499,108.103,-0.135115011,12.328,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,563,1988,Caterpillar_a spp.,Parus1 major,predation,genus,118.621,-0.182992499,102.05,-0.135115011,16.571,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,564,1989,Caterpillar_a spp.,Parus1 major,predation,genus,107.5,-0.182992499,92.7025,-0.135115011,14.7975,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,565,1990,Caterpillar_a spp.,Parus1 major,predation,genus,108.276,-0.182992499,91.321,-0.135115011,16.955,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,566,1991,Caterpillar_a spp.,Parus1 major,predation,genus,118.362,-0.182992499,97.0387,-0.135115011,21.3233,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,567,1993,Caterpillar_a spp.,Parus1 major,predation,genus,119.138,-0.182992499,103.627,-0.135115011,15.511,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,568,1994,Caterpillar_a spp.,Parus1 major,predation,genus,111.897,-0.182992499,91.5091,-0.135115011,20.3879,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,569,1995,Caterpillar_a spp.,Parus1 major,predation,genus,118.621,-0.182992499,105.019,-0.135115011,13.602,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,570,1997,Caterpillar_a spp.,Parus1 major,predation,genus,123.017,-0.182992499,99.8313,-0.135115011,23.1857,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,572,1999,Caterpillar_a spp.,Parus1 major,predation,genus,109.31,-0.182992499,96.376,-0.135115011,12.934,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,573,2000,Caterpillar_a spp.,Parus1 major,predation,genus,114.741,-0.182992499,101.921,-0.135115011,12.82,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,575,2002,Caterpillar_a spp.,Parus1 major,predation,genus,106.983,-0.182992499,94.6556,-0.135115011,12.3274,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,576,2003,Caterpillar_a spp.,Parus1 major,predation,genus,116.293,-0.182992499,105.049,-0.135115011,11.244,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,177,577,2004,Caterpillar_a spp.,Parus1 major,predation,genus,115.5175,-0.182992499,98.4726,-0.135115011,17.0449,daily,Caterpillar spp. Parus1 major predation,36,1961
HMK027,178,581,1962,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,123.017,-0.182992499,118.154,-0.192331809,4.863,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,584,1965,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,128.707,-0.182992499,125.6155,-0.192331809,3.0915,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,585,1966,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,119.138,-0.182992499,118.385,-0.192331809,0.753,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,587,1968,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,118.621,-0.182992499,124.077,-0.192331809,-5.456,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,588,1969,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,124.828,-0.182992499,121.308,-0.192331809,3.52,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,589,1970,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,125.086,-0.182992499,125.615,-0.192331809,-0.529,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,590,1971,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,119.655,-0.182992499,120.846,-0.192331809,-1.191,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,591,1972,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,117.845,-0.182992499,117.308,-0.192331809,0.537,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,592,1973,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,120.69,-0.182992499,122.692,-0.192331809,-2.002,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
HMK027,178,593,1974,Caterpillar_b spp.,Ficedula1 albicollis,predation,genus,102.328,-0.182992499,120.231,-0.192331809,-17.903,daily,Caterpillar spp. Ficedula1 albicollis predation,34,1962
