"","studyid","intid","year","spp1","spp2","interaction","taxatype","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq"
"402","HMK018",167,2002,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",308,0.276960784313682,329,-0.321212121212127,-21,"daily"
"403","HMK018",167,2003,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",304,0.276960784313682,326,-0.321212121212127,-22,"daily"
"404","HMK018",167,2004,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",302,0.276960784313682,329,-0.321212121212127,-27,"daily"
"405","HMK018",167,2005,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",309.5,0.276960784313682,323,-0.321212121212127,-13.5,"daily"
"406","HMK018",167,2006,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",310,0.276960784313682,321,-0.321212121212127,-11,"daily"
"407","HMK018",167,2007,"Pygoscelis adeliae","Pygoscelis antarcticus","competition","spp",318,0.276960784313682,NA,NA,NA,"daily"
"408","HMK018",168,1991,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",309,0.276960784313682,320,0.186274509803873,-11,"daily"
"409","HMK018",168,1992,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",307,0.276960784313682,316,0.186274509803873,-9,"daily"
"410","HMK018",168,1993,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",301,0.276960784313682,308,0.186274509803873,-7,"daily"
"411","HMK018",168,1994,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",311,0.276960784313682,321,0.186274509803873,-10,"daily"
"412","HMK018",168,1995,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",303,0.276960784313682,304,0.186274509803873,-1,"daily"
"413","HMK018",168,1996,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",303,0.276960784313682,309,0.186274509803873,-6,"daily"
"414","HMK018",168,1997,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",303,0.276960784313682,308,0.186274509803873,-5,"daily"
"415","HMK018",168,1998,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",303,0.276960784313682,316,0.186274509803873,-13,"daily"
"416","HMK018",168,1999,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",305,0.276960784313682,314.5,0.186274509803873,-9.5,"daily"
"417","HMK018",168,2000,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",304,0.276960784313682,314.5,0.186274509803873,-10.5,"daily"
"418","HMK018",168,2001,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",300,0.276960784313682,306,0.186274509803873,-6,"daily"
"419","HMK018",168,2002,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",308,0.276960784313682,323.5,0.186274509803873,-15.5,"daily"
"420","HMK018",168,2003,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",304,0.276960784313682,317.5,0.186274509803873,-13.5,"daily"
"421","HMK018",168,2004,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",302,0.276960784313682,316,0.186274509803873,-14,"daily"
"422","HMK018",168,2005,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",309.5,0.276960784313682,313.5,0.186274509803873,-4,"daily"
"423","HMK018",168,2006,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",310,0.276960784313682,308,0.186274509803873,2,"daily"
"424","HMK018",168,2007,"Pygoscelis adeliae","Pygoscelis papua","competition","spp",318,0.276960784313682,324,0.186274509803873,-6,"daily"
"425","HMK018",169,1997,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",329,-0.321212121212127,308,0.186274509803873,21,"daily"
"426","HMK018",169,1998,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",325,-0.321212121212127,316,0.186274509803873,9,"daily"
"427","HMK018",169,1999,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",324,-0.321212121212127,314.5,0.186274509803873,9.5,"daily"
"428","HMK018",169,2000,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",325,-0.321212121212127,314.5,0.186274509803873,10.5,"daily"
"429","HMK018",169,2001,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",324,-0.321212121212127,306,0.186274509803873,18,"daily"
"430","HMK018",169,2002,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",329,-0.321212121212127,323.5,0.186274509803873,5.5,"daily"
"431","HMK018",169,2003,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",326,-0.321212121212127,317.5,0.186274509803873,8.5,"daily"
"432","HMK018",169,2004,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",329,-0.321212121212127,316,0.186274509803873,13,"daily"
"433","HMK018",169,2005,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",323,-0.321212121212127,313.5,0.186274509803873,9.5,"daily"
"434","HMK018",169,2006,"Pygoscelis antarcticus","Pygoscelis papua","competition","spp",321,-0.321212121212127,308,0.186274509803873,13,"daily"
"435","HMK019",170,1969,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",109.8085,-0.512477668855536,160.305,-0.696012315376935,-50.4965,"daily"
"436","HMK019",170,1970,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",124.352,-0.512477668855536,153.324,-0.696012315376935,-28.972,"daily"
"437","HMK019",170,1971,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",100.53485,-0.512477668855536,124.8365,-0.696012315376935,-24.30165,"daily"
"438","HMK019",170,1972,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",109.654,-0.512477668855536,140.054,-0.696012315376935,-30.4,"daily"
"439","HMK019",170,1973,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",76.8018,-0.512477668855536,137.4605,-0.696012315376935,-60.6587,"daily"
"440","HMK019",170,1974,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",86.52195,-0.512477668855536,134.959,-0.696012315376935,-48.43705,"daily"
"441","HMK019",170,1975,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",98.84105,-0.512477668855536,131.047,-0.696012315376935,-32.20595,"daily"
"442","HMK019",170,1976,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",82.2223,-0.512477668855536,142.5315,-0.696012315376935,-60.3092,"daily"
"443","HMK019",170,1977,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",94.9844,-0.512477668855536,134.2885,-0.696012315376935,-39.3041,"daily"
"444","HMK019",170,1978,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",107.708,-0.512477668855536,147.44,-0.696012315376935,-39.732,"daily"
"445","HMK019",170,1979,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",108.8071,-0.512477668855536,141.25,-0.696012315376935,-32.4429,"daily"
"446","HMK019",170,1980,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",94.99155,-0.512477668855536,125.4055,-0.696012315376935,-30.41395,"daily"
"447","HMK019",170,1981,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",98.415,-0.512477668855536,132.068,-0.696012315376935,-33.653,"daily"
"448","HMK019",170,1982,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",102.1298,-0.512477668855536,123.4645,-0.696012315376935,-21.3347,"daily"
"449","HMK019",170,1983,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",100.1954,-0.512477668855536,149.2905,-0.696012315376935,-49.0951,"daily"
"450","HMK019",170,1984,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",104.29995,-0.512477668855536,121.607,-0.696012315376935,-17.30705,"daily"
"451","HMK019",170,1985,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",101.50345,-0.512477668855536,NA,NA,NA,"daily"
"452","HMK019",170,1986,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",79.49615,-0.512477668855536,143.5115,-0.696012315376935,-64.01535,"daily"
"453","HMK019",170,1987,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",100.87045,-0.512477668855536,129.6225,-0.696012315376935,-28.75205,"daily"
"454","HMK019",170,1988,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",94.3999,-0.512477668855536,129.632,-0.696012315376935,-35.2321,"daily"
"455","HMK019",170,1989,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",102.39595,-0.512477668855536,155.9275,-0.696012315376935,-53.53155,"daily"
"456","HMK019",170,1990,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",76.9364,-0.512477668855536,123.2625,-0.696012315376935,-46.3261,"daily"
"457","HMK019",170,1991,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",73.9246,-0.512477668855536,126.391,-0.696012315376935,-52.4664,"daily"
"458","HMK019",170,1992,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",93.1373,-0.512477668855536,121.4005,-0.696012315376935,-28.2632,"daily"
"459","HMK019",170,1993,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",67.89555,-0.512477668855536,123.8035,-0.696012315376935,-55.90795,"daily"
"460","HMK019",170,1994,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",84.0984,-0.512477668855536,125.1545,-0.696012315376935,-41.0561,"daily"
"461","HMK019",170,1995,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",100.27695,-0.512477668855536,131.477,-0.696012315376935,-31.20005,"daily"
"462","HMK019",170,1996,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",101.441,-0.512477668855536,139.5085,-0.696012315376935,-38.0675,"daily"
"463","HMK019",170,1997,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",73.538,-0.512477668855536,110.5725,-0.696012315376935,-37.0345,"daily"
"464","HMK019",170,1998,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",89.07065,-0.512477668855536,136.25,-0.696012315376935,-47.17935,"daily"
"465","HMK019",170,1999,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",92.10455,-0.512477668855536,133.19,-0.696012315376935,-41.08545,"daily"
"466","HMK019",170,2000,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",84.13685,-0.512477668855536,121.22,-0.696012315376935,-37.08315,"daily"
"467","HMK019",170,2001,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",96.441,-0.512477668855536,132.4685,-0.696012315376935,-36.0275,"daily"
"468","HMK019",170,2002,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",86.2943,-0.512477668855536,113.75,-0.696012315376935,-27.4557,"daily"
"469","HMK019",170,2003,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",85.219,-0.512477668855536,100.91875,-0.696012315376935,-15.69975,"daily"
"470","HMK019",170,2004,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",86.1,-0.512477668855536,NA,NA,NA,"daily"
"471","HMK019",170,2005,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",83.508,-0.512477668855536,107.881,-0.696012315376935,-24.373,"daily"
"472","HMK019",170,2006,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",83.95085,-0.512477668855536,123.75,-0.696012315376935,-39.79915,"daily"
"473","HMK019",170,2007,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",89.35265,-0.512477668855536,NA,NA,NA,"daily"
"474","HMK019",170,2008,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory","genus",83.10485,-0.512477668855536,119.17,-0.696012315376935,-36.06515,"daily"
"475","HMK019",171,1969,"Daphnia3 spp.","Perca fluviatillis","predation","genus",160.305,-0.696012315376935,146.943,-0.513398597613784,13.362,"daily"
"476","HMK019",171,1970,"Daphnia3 spp.","Perca fluviatillis","predation","genus",153.324,-0.696012315376935,142.4035,-0.513398597613784,10.9205,"daily"
"477","HMK019",171,1971,"Daphnia3 spp.","Perca fluviatillis","predation","genus",124.8365,-0.696012315376935,139.977,-0.513398597613784,-15.1405,"daily"
"478","HMK019",171,1972,"Daphnia3 spp.","Perca fluviatillis","predation","genus",140.054,-0.696012315376935,143.5655,-0.513398597613784,-3.51149999999998,"daily"
"479","HMK019",171,1973,"Daphnia3 spp.","Perca fluviatillis","predation","genus",137.4605,-0.696012315376935,142.2105,-0.513398597613784,-4.75000000000003,"daily"
"480","HMK019",171,1974,"Daphnia3 spp.","Perca fluviatillis","predation","genus",134.959,-0.696012315376935,138.198,-0.513398597613784,-3.239,"daily"
"481","HMK019",171,1975,"Daphnia3 spp.","Perca fluviatillis","predation","genus",131.047,-0.696012315376935,140.177,-0.513398597613784,-9.13000000000002,"daily"
"482","HMK019",171,1976,"Daphnia3 spp.","Perca fluviatillis","predation","genus",142.5315,-0.696012315376935,142.6785,-0.513398597613784,-0.146999999999991,"daily"
"483","HMK019",171,1977,"Daphnia3 spp.","Perca fluviatillis","predation","genus",134.2885,-0.696012315376935,148.327,-0.513398597613784,-14.0385,"daily"
"484","HMK019",171,1978,"Daphnia3 spp.","Perca fluviatillis","predation","genus",147.44,-0.696012315376935,145.719,-0.513398597613784,1.721,"daily"
"485","HMK019",171,1979,"Daphnia3 spp.","Perca fluviatillis","predation","genus",141.25,-0.696012315376935,143.0605,-0.513398597613784,-1.81049999999999,"daily"
"486","HMK019",171,1980,"Daphnia3 spp.","Perca fluviatillis","predation","genus",125.4055,-0.696012315376935,132.825,-0.513398597613784,-7.41949999999999,"daily"
"487","HMK019",171,1981,"Daphnia3 spp.","Perca fluviatillis","predation","genus",132.068,-0.696012315376935,141.7125,-0.513398597613784,-9.64449999999999,"daily"
"488","HMK019",171,1982,"Daphnia3 spp.","Perca fluviatillis","predation","genus",123.4645,-0.696012315376935,131.427,-0.513398597613784,-7.96250000000002,"daily"
"489","HMK019",171,1983,"Daphnia3 spp.","Perca fluviatillis","predation","genus",149.2905,-0.696012315376935,137.11,-0.513398597613784,12.1805,"daily"
"490","HMK019",171,1984,"Daphnia3 spp.","Perca fluviatillis","predation","genus",121.607,-0.696012315376935,130.015,-0.513398597613784,-8.40799999999999,"daily"
"491","HMK019",171,1986,"Daphnia3 spp.","Perca fluviatillis","predation","genus",143.5115,-0.696012315376935,139.4585,-0.513398597613784,4.053,"daily"
"492","HMK019",171,1987,"Daphnia3 spp.","Perca fluviatillis","predation","genus",129.6225,-0.696012315376935,129.187,-0.513398597613784,0.43549999999999,"daily"
"493","HMK019",171,1988,"Daphnia3 spp.","Perca fluviatillis","predation","genus",129.632,-0.696012315376935,NA,NA,NA,"daily"
"494","HMK019",171,1989,"Daphnia3 spp.","Perca fluviatillis","predation","genus",155.9275,-0.696012315376935,133.715,-0.513398597613784,22.2125,"daily"
"495","HMK019",171,1990,"Daphnia3 spp.","Perca fluviatillis","predation","genus",123.2625,-0.696012315376935,129.6245,-0.513398597613784,-6.36200000000001,"daily"
"496","HMK019",171,1991,"Daphnia3 spp.","Perca fluviatillis","predation","genus",126.391,-0.696012315376935,134.485,-0.513398597613784,-8.09400000000002,"daily"
"497","HMK019",171,1992,"Daphnia3 spp.","Perca fluviatillis","predation","genus",121.4005,-0.696012315376935,131.457,-0.513398597613784,-10.0565,"daily"
"498","HMK019",171,1993,"Daphnia3 spp.","Perca fluviatillis","predation","genus",123.8035,-0.696012315376935,127.515,-0.513398597613784,-3.7115,"daily"
"499","HMK019",171,1994,"Daphnia3 spp.","Perca fluviatillis","predation","genus",125.1545,-0.696012315376935,129.112,-0.513398597613784,-3.9575,"daily"
"500","HMK019",171,1995,"Daphnia3 spp.","Perca fluviatillis","predation","genus",131.477,-0.696012315376935,128.683,-0.513398597613784,2.79400000000001,"daily"
"501","HMK019",171,1996,"Daphnia3 spp.","Perca fluviatillis","predation","genus",139.5085,-0.696012315376935,140.108,-0.513398597613784,-0.599500000000006,"daily"
"502","HMK019",171,1997,"Daphnia3 spp.","Perca fluviatillis","predation","genus",110.5725,-0.696012315376935,129.181,-0.513398597613784,-18.6085,"daily"
"503","HMK019",171,1998,"Daphnia3 spp.","Perca fluviatillis","predation","genus",136.25,-0.696012315376935,128.187,-0.513398597613784,8.06299999999999,"daily"
"504","HMK019",171,1999,"Daphnia3 spp.","Perca fluviatillis","predation","genus",133.19,-0.696012315376935,125.8805,-0.513398597613784,7.3095,"daily"
"505","HMK019",171,2000,"Daphnia3 spp.","Perca fluviatillis","predation","genus",121.22,-0.696012315376935,126.424,-0.513398597613784,-5.20400000000001,"daily"
"506","HMK019",171,2001,"Daphnia3 spp.","Perca fluviatillis","predation","genus",132.4685,-0.696012315376935,135.3075,-0.513398597613784,-2.839,"daily"
"507","HMK019",171,2002,"Daphnia3 spp.","Perca fluviatillis","predation","genus",113.75,-0.696012315376935,124.3945,-0.513398597613784,-10.6445,"daily"
"508","HMK019",171,2003,"Daphnia3 spp.","Perca fluviatillis","predation","genus",100.91875,-0.696012315376935,130.897,-0.513398597613784,-29.97825,"daily"
"509","HMK019",171,2005,"Daphnia3 spp.","Perca fluviatillis","predation","genus",107.881,-0.696012315376935,126.7665,-0.513398597613784,-18.8855,"daily"
"510","HMK019",171,2006,"Daphnia3 spp.","Perca fluviatillis","predation","genus",123.75,-0.696012315376935,130.5205,-0.513398597613784,-6.7705,"daily"
"511","HMK019",171,2008,"Daphnia3 spp.","Perca fluviatillis","predation","genus",119.17,-0.696012315376935,126.487,-0.513398597613784,-7.31699999999999,"daily"
"512","HMK020",172,2009,"Quercus1 robur","Thaumetopoea processionea","herbivory","spp",106,-6.50000000000314,96,-4.00000000000177,10,"daily"
"513","HMK020",172,2010,"Quercus1 robur","Thaumetopoea processionea","herbivory","spp",110,-6.50000000000314,97,-4.00000000000177,13,"daily"
"514","HMK020",172,2011,"Quercus1 robur","Thaumetopoea processionea","herbivory","spp",93,-6.50000000000314,88,-4.00000000000177,5,"daily"
"515","HMK021",173,1998,"Dasineura mali","Platygaster demades","parasitism","spp",356,-8.99999999999558,346,-6.99999999999654,10,"daily"
"516","HMK021",173,1999,"Dasineura mali","Platygaster demades","parasitism","spp",347,-8.99999999999558,339,-6.99999999999654,8,"daily"
"517","HMK023",175,1999,"Bombus spp.","Corydalis ambigua","pollination","genus",115.5,0.364835164835172,113,0.721978021978037,2.5,"daily"
"518","HMK023",175,2000,"Bombus spp.","Corydalis ambigua","pollination","genus",121,0.364835164835172,121,0.721978021978037,0,"daily"
"519","HMK023",175,2001,"Bombus spp.","Corydalis ambigua","pollination","genus",116,0.364835164835172,116,0.721978021978037,0,"daily"
"520","HMK023",175,2002,"Bombus spp.","Corydalis ambigua","pollination","genus",111,0.364835164835172,104,0.721978021978037,7,"daily"
"521","HMK023",175,2003,"Bombus spp.","Corydalis ambigua","pollination","genus",115,0.364835164835172,111,0.721978021978037,4,"daily"
"522","HMK023",175,2004,"Bombus spp.","Corydalis ambigua","pollination","genus",116,0.364835164835172,111,0.721978021978037,5,"daily"
"523","HMK023",175,2005,"Bombus spp.","Corydalis ambigua","pollination","genus",121,0.364835164835172,118,0.721978021978037,3,"daily"
"524","HMK023",175,2006,"Bombus spp.","Corydalis ambigua","pollination","genus",120.5,0.364835164835172,117,0.721978021978037,3.5,"daily"
"525","HMK023",175,2007,"Bombus spp.","Corydalis ambigua","pollination","genus",115,0.364835164835172,115,0.721978021978037,0,"daily"
"526","HMK023",175,2008,"Bombus spp.","Corydalis ambigua","pollination","genus",114,0.364835164835172,109,0.721978021978037,5,"daily"
"527","HMK023",175,2009,"Bombus spp.","Corydalis ambigua","pollination","genus",116.5,0.364835164835172,117,0.721978021978037,-0.5,"daily"
"528","HMK023",175,2010,"Bombus spp.","Corydalis ambigua","pollination","genus",116,0.364835164835172,125,0.721978021978037,-9,"daily"
"529","HMK023",175,2011,"Bombus spp.","Corydalis ambigua","pollination","genus",124.5,0.364835164835172,124.5,0.721978021978037,0,"daily"
"530","HMK023",175,2012,"Bombus spp.","Corydalis ambigua","pollination","genus",123,0.364835164835172,122,0.721978021978037,1,"daily"
"531","HMK026",176,2002,"Plant1 spp.","Rangifer1 tarandus","herbivory","genus",151.398,-3.84950000000034,155.699,-0.258099999999875,-4.30100000000002,"daily"
"532","HMK026",176,2003,"Plant1 spp.","Rangifer1 tarandus","herbivory","genus",135.914,-3.84950000000034,150.108,-0.258099999999875,-14.194,"daily"
"533","HMK026",176,2004,"Plant1 spp.","Rangifer1 tarandus","herbivory","genus",148.387,-3.84950000000034,155.269,-0.258099999999875,-6.88200000000001,"daily"
"534","HMK026",176,2005,"Plant1 spp.","Rangifer1 tarandus","herbivory","genus",146.021,-3.84950000000034,147.957,-0.258099999999875,-1.93600000000001,"daily"
"535","HMK026",176,2006,"Plant1 spp.","Rangifer1 tarandus","herbivory","genus",127.097,-3.84950000000034,155.484,-0.258099999999875,-28.387,"daily"
"536","HMK027",177,1961,"Caterpillar spp.","Parus1 major","predation","genus",105.172,-0.182992498750978,93.9847,-0.135115010845993,11.1873,"daily"
"537","HMK027",177,1962,"Caterpillar spp.","Parus1 major","predation","genus",123.017,-0.182992498750978,NA,NA,NA,"daily"
"538","HMK027",177,1963,"Caterpillar spp.","Parus1 major","predation","genus",121.983,-0.182992498750978,109.746,-0.135115010845993,12.237,"daily"
"539","HMK027",177,1964,"Caterpillar spp.","Parus1 major","predation","genus",121.983,-0.182992498750978,108.713,-0.135115010845993,13.27,"daily"
"540","HMK027",177,1965,"Caterpillar spp.","Parus1 major","predation","genus",128.707,-0.182992498750978,109.93,-0.135115010845993,18.777,"daily"
"541","HMK027",177,1966,"Caterpillar spp.","Parus1 major","predation","genus",119.138,-0.182992498750978,NA,NA,NA,"daily"
"542","HMK027",177,1967,"Caterpillar spp.","Parus1 major","predation","genus",119.655,-0.182992498750978,105.435,-0.135115010845993,14.22,"daily"
"543","HMK027",177,1968,"Caterpillar spp.","Parus1 major","predation","genus",118.621,-0.182992498750978,98.5127,-0.135115010845993,20.1083,"daily"
"544","HMK027",177,1969,"Caterpillar spp.","Parus1 major","predation","genus",124.828,-0.182992498750978,112.715,-0.135115010845993,12.113,"daily"
"545","HMK027",177,1970,"Caterpillar spp.","Parus1 major","predation","genus",125.086,-0.182992498750978,109.949,-0.135115010845993,15.137,"daily"
"546","HMK027",177,1971,"Caterpillar spp.","Parus1 major","predation","genus",119.655,-0.182992498750978,NA,NA,NA,"daily"
"547","HMK027",177,1972,"Caterpillar spp.","Parus1 major","predation","genus",117.845,-0.182992498750978,99.7395,-0.135115010845993,18.1055,"daily"
"548","HMK027",177,1973,"Caterpillar spp.","Parus1 major","predation","genus",120.69,-0.182992498750978,109.613,-0.135115010845993,11.077,"daily"
"549","HMK027",177,1974,"Caterpillar spp.","Parus1 major","predation","genus",102.328,-0.182992498750978,92.4743,-0.135115010845993,9.8537,"daily"
"550","HMK027",177,1975,"Caterpillar spp.","Parus1 major","predation","genus",123.793,-0.182992498750978,108.755,-0.135115010845993,15.038,"daily"
"551","HMK027",177,1976,"Caterpillar spp.","Parus1 major","predation","genus",122.5,-0.182992498750978,106.161,-0.135115010845993,16.339,"daily"
"552","HMK027",177,1977,"Caterpillar spp.","Parus1 major","predation","genus",119.655,-0.182992498750978,93.8708,-0.135115010845993,25.7842,"daily"
"553","HMK027",177,1978,"Caterpillar spp.","Parus1 major","predation","genus",126.897,-0.182992498750978,106.688,-0.135115010845993,20.209,"daily"
"554","HMK027",177,1979,"Caterpillar spp.","Parus1 major","predation","genus",124.569,-0.182992498750978,105.999,-0.135115010845993,18.57,"daily"
"555","HMK027",177,1980,"Caterpillar spp.","Parus1 major","predation","genus",132.845,-0.182992498750978,109.986,-0.135115010845993,22.859,"daily"
"556","HMK027",177,1981,"Caterpillar spp.","Parus1 major","predation","genus",117.845,-0.182992498750978,96.656,-0.135115010845993,21.189,"daily"
"557","HMK027",177,1982,"Caterpillar spp.","Parus1 major","predation","genus",124.828,-0.182992498750978,102.028,-0.135115010845993,22.8,"daily"
"558","HMK027",177,1983,"Caterpillar spp.","Parus1 major","predation","genus",118.103,-0.182992498750978,101.165,-0.135115010845993,16.938,"daily"
"559","HMK027",177,1984,"Caterpillar spp.","Parus1 major","predation","genus",122.759,-0.182992498750978,107.923,-0.135115010845993,14.836,"daily"
"560","HMK027",177,1985,"Caterpillar spp.","Parus1 major","predation","genus",124.052,-0.182992498750978,100.48,-0.135115010845993,23.572,"daily"
"561","HMK027",177,1986,"Caterpillar spp.","Parus1 major","predation","genus",120.431,-0.182992498750978,108.103,-0.135115010845993,12.328,"daily"
"562","HMK027",177,1987,"Caterpillar spp.","Parus1 major","predation","genus",120.69,-0.182992498750978,NA,NA,NA,"daily"
"563","HMK027",177,1988,"Caterpillar spp.","Parus1 major","predation","genus",118.621,-0.182992498750978,102.05,-0.135115010845993,16.571,"daily"
"564","HMK027",177,1989,"Caterpillar spp.","Parus1 major","predation","genus",107.5,-0.182992498750978,92.7025,-0.135115010845993,14.7975,"daily"
"565","HMK027",177,1990,"Caterpillar spp.","Parus1 major","predation","genus",108.276,-0.182992498750978,91.321,-0.135115010845993,16.955,"daily"
"566","HMK027",177,1991,"Caterpillar spp.","Parus1 major","predation","genus",118.362,-0.182992498750978,97.0387,-0.135115010845993,21.3233,"daily"
"567","HMK027",177,1993,"Caterpillar spp.","Parus1 major","predation","genus",119.138,-0.182992498750978,103.627,-0.135115010845993,15.511,"daily"
"568","HMK027",177,1994,"Caterpillar spp.","Parus1 major","predation","genus",111.897,-0.182992498750978,91.5091,-0.135115010845993,20.3879,"daily"
"569","HMK027",177,1995,"Caterpillar spp.","Parus1 major","predation","genus",118.621,-0.182992498750978,105.019,-0.135115010845993,13.602,"daily"
"570","HMK027",177,1997,"Caterpillar spp.","Parus1 major","predation","genus",123.017,-0.182992498750978,99.8313,-0.135115010845993,23.1857,"daily"
"571","HMK027",177,1998,"Caterpillar spp.","Parus1 major","predation","genus",115.776,-0.182992498750978,NA,NA,NA,"daily"
"572","HMK027",177,1999,"Caterpillar spp.","Parus1 major","predation","genus",109.31,-0.182992498750978,96.376,-0.135115010845993,12.934,"daily"
"573","HMK027",177,2000,"Caterpillar spp.","Parus1 major","predation","genus",114.741,-0.182992498750978,101.921,-0.135115010845993,12.82,"daily"
"574","HMK027",177,2001,"Caterpillar spp.","Parus1 major","predation","genus",114.224,-0.182992498750978,NA,NA,NA,"daily"
"575","HMK027",177,2002,"Caterpillar spp.","Parus1 major","predation","genus",106.983,-0.182992498750978,94.6556,-0.135115010845993,12.3274,"daily"
"576","HMK027",177,2003,"Caterpillar spp.","Parus1 major","predation","genus",116.293,-0.182992498750978,105.049,-0.135115010845993,11.244,"daily"
"577","HMK027",177,2004,"Caterpillar spp.","Parus1 major","predation","genus",115.5175,-0.182992498750978,98.4726,-0.135115010845993,17.0449,"daily"
"578","HMK027",177,2006,"Caterpillar spp.","Parus1 major","predation","genus",118.103,-0.182992498750978,NA,NA,NA,"daily"
"579","HMK027",177,2007,"Caterpillar spp.","Parus1 major","predation","genus",106.724,-0.182992498750978,NA,NA,NA,"daily"
"580","HMK027",178,1961,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",105.172,-0.182992498750978,NA,NA,NA,"daily"
"581","HMK027",178,1962,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",123.017,-0.182992498750978,118.154,-0.192331808613633,4.863,"daily"
"582","HMK027",178,1963,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",121.983,-0.182992498750978,NA,NA,NA,"daily"
"583","HMK027",178,1964,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",121.983,-0.182992498750978,NA,NA,NA,"daily"
"584","HMK027",178,1965,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",128.707,-0.182992498750978,125.6155,-0.192331808613633,3.0915,"daily"
"585","HMK027",178,1966,"Caterpillar spp.","Ficedula1 albicollis","predation","genus",119.138,-0.182992498750978,118.385,-0.192331808613633,0.753,"daily"
